EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
254,27.486911296844482,522240,-5012.94279,1899.11753,nan,2.56889,4.10597,20.81184,4719.75000,-0.51219,0.41118,0.76055,-1.56898,3.94536,0.43593,5.02014,2.86470,8.69520,2.60327,14.39278,3.98507,-11.90430,2.78014,-6.55671,-18.73705,9.44045,2.81398,19.86880,4.51279,221.35269,80.51873,535.19849,76.76116,-0.01472,0.02678,0.07575,-0.07175,6.25798,0.34155,7.39590,5.41031,2.86286,0.28363,3.59704,2.10857,11.49761,0.64206,13.14295,9.83776,-2.01320,1.84765,2.09624,-7.47306,-1.64750,0.00047,-1.64690,-1.64850,0.10286,0.00055,0.10395,0.10188,-1.45895,0.00217,-1.45543,-1.46265,-1.81931,0.00190,-1.81609,-1.82298,1.75306,0.28854,2.94229,1.00000,0.52298,0.09281,1.00000,0.31521,8.78263,1.54960,14.82745,4.74108
255,34.19015860557556,524288,-4154.67880,1901.89280,nan,2.84696,4.18703,27.15595,4548.00000,0.05582,0.74638,2.02821,-2.20194,5.72729,0.65686,7.63559,3.87403,17.36515,3.85795,24.12702,7.08774,-14.28056,3.11973,-5.22506,-19.97157,17.09840,5.91635,38.71822,7.03368,292.56950,123.14330,996.23651,109.98848,-0.01405,0.02870,0.07917,-0.08769,6.27278,0.34695,7.40321,5.33147,2.94944,0.27732,3.82852,2.25183,11.72410,0.71612,13.93777,9.97423,-2.18133,2.16612,2.21013,-9.67713,-1.64627,0.00035,-1.64578,-1.64691,0.10450,0.00037,0.10528,0.10395,-1.45440,0.00113,-1.45169,-1.45649,-1.82261,0.00036,-1.82210,-1.82350,1.82742,0.33974,3.44937,1.00000,0.51485,0.10449,1.00000,0.27528,8.75715,1.67219,13.04068,4.19880
256,28.401824474334717,526336,-4004.60598,2222.22716,nan,2.55216,4.01553,21.83398,3900.00000,0.90912,0.34097,1.99245,-0.01336,3.05654,0.35270,4.04471,2.18225,9.58042,2.47241,13.82340,4.64065,-7.14613,1.90886,-3.18815,-11.01576,5.30776,1.86136,13.61165,2.46868,102.93017,38.01824,286.20816,35.73233,-0.01847,0.02856,0.07712,-0.08033,6.20918,0.35053,7.14433,5.09238,2.80093,0.28525,3.79027,2.08403,11.31837,0.62569,12.45879,9.66267,-1.99727,2.01019,1.88469,-7.33585,-1.64552,0.00019,-1.64510,-1.64590,0.10459,0.00036,0.10528,0.10407,-1.45092,0.00066,-1.44964,-1.45209,-1.82246,0.00051,-1.82146,-1.82370,1.81473,0.51287,5.42398,1.00000,0.53424,0.09702,1.00000,0.29237,8.53219,1.66870,13.93032,4.53964
257,27.245312452316284,528384,-4099.21349,2138.53779,nan,2.59321,3.99525,20.65662,4325.25000,-0.91152,0.68680,0.94596,-2.94030,4.71226,0.55328,6.36446,3.03436,8.08280,1.73572,11.95132,4.58403,-15.37461,3.94654,-8.49724,-25.35265,10.72133,3.80008,26.16642,5.09085,203.80703,92.92704,630.98926,62.86457,-0.01725,0.02779,0.06806,-0.07660,6.28662,0.36748,7.21035,5.29807,2.76319,0.26233,3.49914,2.10486,11.35990,0.56729,13.01758,9.63171,-1.34782,1.68573,1.93067,-6.76063,-1.64454,0.00044,-1.64380,-1.64514,0.10524,0.00063,0.10625,0.10412,-1.44769,0.00148,-1.44558,-1.45004,-1.82301,0.00029,-1.82257,-1.82365,1.71988,0.24594,3.00353,1.00000,0.51180,0.09924,1.00000,0.26717,8.47297,1.58955,14.61993,4.93231
258,26.349912405014038,530432,-3334.25221,1948.85109,nan,2.56404,4.15367,19.63204,4829.75000,-0.20777,0.59969,1.69483,-1.98733,4.53828,0.41475,5.72158,3.45308,11.86334,2.91268,18.07169,6.04914,-11.27102,2.16077,-6.72565,-18.05390,11.44658,3.41929,25.41159,5.72710,210.01401,76.49331,540.86230,84.00222,-0.01635,0.02811,0.06707,-0.07298,6.14179,0.35618,7.06468,5.05056,2.89645,0.28329,3.64790,2.13628,11.59625,0.77761,13.32740,9.57037,-2.04547,1.77169,2.23413,-7.12588,-1.64387,0.00008,-1.64370,-1.64406,0.10521,0.00050,0.10628,0.10457,-1.44522,0.00059,-1.44430,-1.44625,-1.82154,0.00137,-1.81994,-1.82402,1.77097,0.29390,3.20282,1.00000,0.51861,0.10437,1.00000,0.29109,8.96875,1.40766,13.13475,5.20151
259,27.261740922927856,532480,-2564.95437,1781.96833,nan,2.77742,4.03791,20.44625,5000.00000,-0.50451,0.48480,0.77994,-1.79361,5.04438,0.47865,6.36126,3.83807,11.37899,3.00494,18.64170,5.66449,-14.23623,2.37399,-7.72767,-19.63027,14.76202,4.49979,38.84240,7.20635,271.44039,105.17853,819.64648,93.29312,-0.01112,0.02940,0.08726,-0.06585,6.10731,0.36435,7.03895,4.90165,2.89114,0.28475,3.65460,1.98470,11.63241,0.66900,13.30147,10.09666,-2.27183,2.37815,2.58804,-8.79113,-1.64339,0.00050,-1.64255,-1.64408,0.10460,0.00014,0.10491,0.10435,-1.44343,0.00077,-1.44185,-1.44465,-1.81910,0.00046,-1.81851,-1.82028,1.81589,0.29986,2.99336,1.00000,0.52554,0.10165,1.00000,0.26256,8.87545,1.62905,14.14323,5.32293
260,27.026288270950317,534528,-1949.96932,1800.81333,nan,2.89754,4.05332,20.07519,3303.75000,-1.04406,0.55307,0.46018,-2.94280,5.82564,0.97685,10.22060,3.88229,9.31249,3.94002,18.98241,4.39289,-20.16589,5.38641,-10.88507,-43.67668,8.35838,9.42097,65.72290,1.73685,137.35389,76.22708,518.29370,41.62641,-0.02331,0.02853,0.07492,-0.08596,6.22061,0.36326,7.14342,5.04081,2.86179,0.30274,3.79094,2.06686,11.37841,0.64874,13.17799,9.67752,-1.90915,1.69930,2.16945,-7.27914,-1.64135,0.00054,-1.64068,-1.64255,0.10453,0.00016,0.10490,0.10430,-1.44196,0.00130,-1.43962,-1.44420,-1.81597,0.00191,-1.81292,-1.81887,1.75174,0.33084,3.72813,1.00000,0.45678,0.12982,1.00000,0.19457,7.54273,1.75541,13.17108,3.50551
261,26.710192680358887,536576,-996.20456,2237.36953,nan,2.65291,4.12155,19.93553,4569.25000,1.23932,0.46179,2.77903,-0.10485,3.32776,0.32415,4.39500,2.47603,9.84478,2.57204,16.61595,5.21242,-7.41727,1.72329,-3.73882,-11.40250,6.10604,1.97963,13.72256,3.04249,133.22637,48.03995,322.20276,53.62590,-0.01174,0.02743,0.06883,-0.06506,6.24042,0.33254,7.07662,5.16593,2.87548,0.27532,3.74987,2.14875,11.43939,0.66226,12.92311,9.92632,-1.99035,1.81070,2.18749,-7.10372,-1.63949,0.00074,-1.63836,-1.64073,0.10377,0.00029,0.10432,0.10334,-1.44059,0.00092,-1.43917,-1.44244,-1.81403,0.00030,-1.81336,-1.81474,1.76463,0.33789,3.68466,1.00000,0.54290,0.09554,1.00000,0.31271,8.78529,1.48827,12.82578,5.01654
262,27.62028408050537,538624,-1184.44411,1544.77094,nan,2.84131,4.09419,20.68462,4284.25000,-1.93576,0.68235,-0.43394,-4.26948,5.55327,0.55005,7.03269,3.96269,13.05071,2.48625,17.35125,4.96599,-15.22726,3.37965,-9.20126,-22.54659,17.97316,5.82638,38.07556,8.71449,335.60057,131.60714,1042.93030,136.71214,-0.01758,0.02831,0.07044,-0.08397,6.03996,0.34627,7.26302,5.02365,2.80438,0.27743,3.68801,2.01957,11.16462,0.69765,12.90565,9.51021,-1.66963,1.52253,1.85981,-6.43941,-1.63756,0.00043,-1.63695,-1.63836,0.10268,0.00033,0.10351,0.10225,-1.44484,0.00206,-1.44118,-1.44757,-1.81475,0.00050,-1.81354,-1.81609,1.72746,0.24685,2.60079,1.00000,0.54252,0.09768,1.00000,0.27741,8.94840,1.36649,13.76980,5.50082
263,27.36538052558899,540672,-458.63755,1980.92837,nan,2.85675,3.93321,20.57518,4894.75000,0.64687,0.54338,2.40308,-0.93273,4.44098,0.61195,6.67184,3.21808,14.00935,3.00785,18.69391,7.10445,-9.83294,2.00958,-5.20400,-13.10989,9.41418,3.79130,26.63223,3.31410,192.55515,71.57687,447.84830,82.62965,-0.01278,0.02800,0.07699,-0.07286,6.12669,0.31211,6.97868,5.19768,2.78371,0.26935,3.53533,2.04804,11.49810,0.68323,12.91138,9.54034,-1.64326,1.57394,1.94830,-5.73026,-1.63733,0.00025,-1.63679,-1.63766,0.10203,0.00023,0.10231,0.10150,-1.44651,0.00037,-1.44575,-1.44745,-1.81761,0.00094,-1.81513,-1.81886,1.76031,0.28231,2.84923,1.00000,0.53726,0.09839,1.00000,0.22891,8.94373,1.44249,12.46358,5.33978
264,26.78464698791504,542720,-557.57188,2232.37287,nan,2.66837,3.92400,20.19209,4832.25000,0.32846,0.32066,1.26943,-0.59735,2.87379,0.41056,4.49730,1.95508,7.67343,2.54491,14.41605,3.91140,-7.34676,2.20885,-3.18401,-13.10082,3.37270,1.42471,10.57491,1.24960,80.38248,36.10786,276.30743,21.99289,-0.01944,0.02856,0.08276,-0.08508,5.95171,0.32709,7.03115,4.96934,2.82007,0.29448,3.57266,2.08434,11.44422,0.67983,12.99889,9.84716,-2.23276,2.01625,2.49009,-6.57671,-1.63645,0.00051,-1.63579,-1.63753,0.10134,0.00007,0.10151,0.10118,-1.44486,0.00160,-1.44201,-1.44730,-1.81797,0.00037,-1.81689,-1.81862,1.77494,0.26360,2.68490,1.00000,0.52847,0.08764,1.00000,0.28881,8.38459,1.52469,12.64644,4.00275
265,26.894437313079834,544768,-345.86877,2147.52312,nan,2.58019,3.89237,20.42171,4051.00000,-0.63368,0.40361,0.61183,-1.95455,4.06462,0.42930,5.61608,3.12975,9.90123,3.72196,19.43245,4.26903,-11.48852,2.43074,-7.25701,-17.73115,10.27784,3.10659,25.87842,4.30848,202.20344,80.95752,600.84998,77.53551,-0.01218,0.02839,0.09188,-0.07156,6.06121,0.37092,7.17684,4.69418,2.86717,0.28234,3.78710,2.22310,11.31514,0.60292,12.65018,9.58496,-2.12308,2.18186,2.04991,-10.12552,-1.63527,0.00029,-1.63463,-1.63578,0.10212,0.00048,0.10276,0.10123,-1.44004,0.00105,-1.43816,-1.44198,-1.81289,0.00206,-1.80931,-1.81687,1.72209,0.27908,3.17788,1.00000,0.55063,0.09074,1.00000,0.33437,8.79103,1.44745,12.84678,5.69760
266,36.29465174674988,546816,-1093.84827,1977.36082,nan,2.79936,4.06594,29.42912,4223.00000,-0.19584,0.55725,2.01789,-1.74125,4.93190,0.46173,6.47678,3.56054,12.49361,3.32214,18.40419,5.75365,-14.16521,2.72121,-8.47494,-21.16710,10.99973,4.50748,30.70566,4.33799,208.80436,78.77629,562.58685,78.32472,-0.01604,0.02794,0.08667,-0.08334,6.04959,0.36046,7.11695,4.95098,2.86276,0.29819,3.86569,1.93648,11.21539,0.61309,12.88982,9.03875,-2.04677,1.93813,2.55917,-6.50143,-1.63410,0.00031,-1.63350,-1.63464,0.10323,0.00025,0.10369,0.10264,-1.43523,0.00174,-1.43255,-1.43816,-1.80988,0.00047,-1.80893,-1.81074,1.77515,0.28929,3.36350,1.00000,0.52562,0.10145,1.00000,0.25279,8.48287,1.60088,13.78829,3.87490
267,28.659454107284546,548864,-1126.20074,1588.33499,nan,3.28357,4.20916,21.16656,4311.50000,-1.24648,0.67005,0.57349,-3.13487,5.10539,0.48909,6.48561,3.99657,13.50491,4.48590,22.08351,4.40014,-12.73546,1.53303,-9.24944,-16.50081,11.75302,4.69756,33.94476,5.49178,199.73335,79.43542,589.75012,79.03876,-0.02134,0.02960,0.08008,-0.07800,5.96930,0.33619,7.02406,5.10780,2.89275,0.29734,3.72867,2.05709,11.42822,0.74765,12.98433,9.47093,-2.57914,2.32577,2.08157,-10.17366,-1.63333,0.00023,-1.63295,-1.63367,0.10353,0.00008,0.10369,0.10337,-1.43445,0.00081,-1.43251,-1.43542,-1.80711,0.00195,-1.80423,-1.81057,1.77006,0.31203,3.46567,1.00000,0.51717,0.11337,1.00000,0.19274,8.47675,1.45325,14.33732,5.12795
268,29.57557725906372,550912,-997.34038,2311.06439,nan,2.50173,3.71869,23.35491,3826.75000,1.00241,0.42903,2.11333,-0.70210,2.92781,0.81103,6.36966,1.81880,7.56922,2.33050,13.42181,4.37115,-9.49947,7.14545,-1.84919,-31.93566,4.84577,3.23920,40.47815,1.99843,85.57373,43.75620,548.55017,30.03246,-0.01859,0.02818,0.07856,-0.08003,6.01793,0.32694,6.98261,5.06039,2.83843,0.27232,3.67819,2.12605,11.22890,0.63971,12.43655,9.78054,-2.08137,2.00755,1.64666,-7.80045,-1.63180,0.00060,-1.63105,-1.63295,0.10428,0.00041,0.10510,0.10359,-1.43301,0.00078,-1.43176,-1.43461,-1.80213,0.00075,-1.80130,-1.80418,1.72423,0.25415,2.65379,1.00000,0.52952,0.13122,1.00000,0.09620,8.27451,1.85910,16.93036,3.36462
269,26.247761964797974,552960,-874.62549,2237.18477,nan,2.62292,3.92108,19.70361,3990.75000,-0.85432,0.49375,0.80667,-2.08410,3.47536,0.31435,4.76048,2.56236,6.97536,1.65503,10.58803,3.45691,-10.53705,1.98696,-5.84826,-15.63955,7.45346,1.92901,14.90939,3.78338,130.46884,46.64888,371.25970,49.66615,-0.01621,0.02814,0.06689,-0.07684,6.08193,0.35903,6.99907,4.98304,2.81015,0.27101,3.58479,1.95966,11.21594,0.63103,12.75513,9.27064,-1.65059,1.63543,1.86946,-5.61851,-1.63051,0.00038,-1.62981,-1.63105,0.10504,0.00012,0.10531,0.10482,-1.43020,0.00079,-1.42882,-1.43174,-1.80353,0.00068,-1.80205,-1.80455,1.73744,0.24845,2.93630,1.00000,0.53801,0.09563,1.00000,0.23905,8.53096,1.48842,13.14371,5.42136
270,27.138612031936646,555008,-886.93617,1813.09435,nan,2.90224,3.73822,20.49798,3449.75000,-0.81629,0.55988,1.09880,-2.38978,4.92626,0.43346,6.13370,3.30404,11.34001,1.70712,14.14597,5.69122,-12.18095,2.52434,-7.33892,-16.63851,12.78354,3.95782,36.63601,6.61121,241.02987,92.20963,604.00061,91.83158,-0.01296,0.02681,0.07621,-0.06952,6.02165,0.32482,6.87253,5.10107,2.90827,0.33362,3.89528,2.02447,11.32902,0.59487,12.54964,9.17243,-2.79706,2.78714,2.04716,-9.40121,-1.63005,0.00010,-1.62980,-1.63027,0.10473,0.00012,0.10499,0.10451,-1.42961,0.00042,-1.42859,-1.43033,-1.80413,0.00163,-1.80206,-1.80744,1.70090,0.25536,2.77096,1.00000,0.54599,0.09146,1.00000,0.33767,8.94177,1.31208,13.23380,5.38633
271,26.609599113464355,557056,-853.93562,1364.23229,nan,2.71318,4.03307,19.86310,4058.75000,-3.60249,0.69754,-1.81823,-5.86145,5.63372,0.51455,6.93848,4.19444,7.82454,2.03582,12.98570,3.21759,-18.83803,4.15703,-11.13177,-26.82518,19.25076,7.43884,54.31279,9.05817,259.95087,96.75893,769.07861,110.62979,-0.02233,0.02826,0.07011,-0.08166,5.91002,0.31436,6.73126,5.06280,2.83670,0.26283,3.69807,2.08930,11.36681,0.73268,13.38903,9.43977,-1.92460,1.96481,1.62256,-7.58286,-1.62905,0.00032,-1.62866,-1.62995,0.10575,0.00049,0.10629,0.10483,-1.42643,0.00154,-1.42482,-1.42959,-1.80806,0.00070,-1.80695,-1.81006,1.68088,0.22912,2.50851,1.00000,0.54827,0.09478,1.00000,0.31065,8.73048,1.41389,13.02641,5.05887
272,34.958715200424194,559104,-1631.89602,2296.80146,nan,2.65335,4.01638,28.28879,4594.00000,1.14786,0.57375,2.65534,-0.63414,5.55325,1.18168,10.87928,3.01685,17.24666,5.50153,28.14004,6.43415,-21.20003,7.12160,-4.43738,-30.66268,17.31875,8.57617,70.63277,5.37922,204.99398,77.82274,676.60693,72.17215,-0.01930,0.02786,0.08702,-0.07102,5.96021,0.36592,6.93774,4.82155,2.84362,0.28331,3.63322,2.11824,11.31152,0.64903,12.58000,9.42405,-2.15302,1.82981,1.65836,-6.57727,-1.62854,0.00018,-1.62825,-1.62886,0.10635,0.00008,0.10651,0.10616,-1.42577,0.00068,-1.42475,-1.42698,-1.80960,0.00048,-1.80858,-1.81050,1.76012,0.29891,3.38723,1.00000,0.54012,0.09553,1.00000,0.25951,7.34401,2.11712,14.24652,3.34165
273,25.73465394973755,561152,-1010.28267,2417.93524,nan,2.62037,3.51841,19.59571,4444.25000,0.74623,0.33489,1.71141,-0.11205,3.40767,0.34898,4.33542,2.54977,9.79304,2.62019,14.43284,4.84220,-8.05553,1.43768,-3.72059,-11.02268,5.60324,1.92877,13.80360,2.52541,105.05753,36.87217,262.54947,40.60261,-0.01241,0.02536,0.06871,-0.06543,5.98471,0.34432,6.92471,5.01222,2.80528,0.29041,3.66055,1.81536,11.31846,0.67826,12.67709,9.44179,-2.00188,1.75806,2.28085,-6.26134,-1.62831,0.00014,-1.62803,-1.62849,0.10700,0.00043,0.10768,0.10645,-1.42495,0.00052,-1.42412,-1.42598,-1.81235,0.00139,-1.81035,-1.81444,1.68731,0.24494,3.05259,1.00000,0.57011,0.09270,1.00000,0.26919,8.95784,1.37024,13.02429,5.52880
274,25.7511727809906,563200,-388.69337,2091.84119,nan,2.56591,3.66883,19.51620,4266.25000,-1.35812,0.48116,-0.26688,-2.92323,4.94750,0.57688,6.60262,3.30407,6.65696,1.44244,9.70032,3.33093,-17.79200,2.63715,-10.07767,-25.73266,8.31789,4.16914,28.60385,3.48819,151.20512,65.30248,408.65189,46.81596,-0.02061,0.02754,0.09330,-0.08306,5.98099,0.36557,7.08353,4.97110,2.84097,0.27845,3.62740,2.17895,11.39772,0.68725,13.21279,9.52816,-1.98275,1.81690,1.51241,-6.62617,-1.62751,0.00021,-1.62723,-1.62802,0.10731,0.00022,0.10768,0.10694,-1.42444,0.00028,-1.42392,-1.42505,-1.81211,0.00116,-1.81049,-1.81430,1.80769,0.34687,3.46508,1.00000,0.51116,0.10359,1.00000,0.23800,8.04113,1.74716,14.28673,4.44423
275,25.87399458885193,565248,-492.23478,1835.68073,nan,2.66277,3.79042,19.42063,4610.00000,-2.39209,0.66639,-0.82027,-4.60447,5.08020,0.47892,6.37723,3.79932,11.70638,3.17026,17.23893,4.64305,-13.83169,2.14045,-8.41650,-19.32139,13.80147,5.39543,38.66433,5.99927,208.91216,72.35936,595.18396,74.00027,-0.02378,0.02924,0.06301,-0.08281,6.04263,0.34764,6.89934,5.09637,2.87103,0.28633,3.66680,2.22810,11.31503,0.63113,13.07980,9.64950,-2.59688,2.70713,2.10418,-11.84685,-1.62625,0.00048,-1.62569,-1.62725,0.10684,0.00018,0.10711,0.10656,-1.41994,0.00228,-1.41696,-1.42415,-1.81009,0.00051,-1.80908,-1.81105,1.82215,0.43407,4.45474,1.00000,0.53121,0.09052,1.00000,0.33313,8.69346,1.48304,12.90867,4.92535
276,26.83401584625244,567296,-841.47163,2216.53014,nan,2.59645,3.86771,20.36969,5000.00000,0.75522,0.33116,1.59102,-0.12086,3.12541,0.49524,4.52205,2.03417,9.91514,2.34935,14.68557,4.09047,-8.09355,2.66054,-2.82956,-13.58993,4.45489,2.17757,15.95186,1.92279,88.08964,31.70053,231.74391,34.44792,-0.02244,0.02912,0.07216,-0.07712,5.88604,0.34952,7.03686,4.82465,2.86631,0.27519,3.50085,1.97047,11.24727,0.75425,13.12051,9.39786,-2.52932,2.33443,1.44319,-9.91303,-1.62555,0.00012,-1.62531,-1.62574,0.10725,0.00029,0.10765,0.10664,-1.41184,0.00277,-1.40751,-1.41691,-1.81108,0.00139,-1.80871,-1.81304,1.76134,0.25729,2.83056,1.00000,0.53894,0.08934,1.00000,0.24890,8.25653,1.71385,14.58587,3.58568
277,34.528594970703125,569344,-1249.30774,2405.90118,nan,2.88133,3.92433,27.72272,4608.00000,0.27325,0.27072,0.99303,-0.48122,2.51208,0.28346,3.29937,1.86815,6.31419,1.72897,10.17132,2.98014,-6.75946,1.53935,-2.94727,-9.77908,4.38168,1.19994,9.72259,2.09183,76.65413,27.17821,182.45319,30.57508,-0.01933,0.02760,0.07424,-0.08803,5.77695,0.34592,6.74536,4.72368,2.93249,0.27837,3.71784,2.18446,11.23158,0.75630,13.00191,9.64654,-2.54231,1.71330,1.67100,-6.20413,-1.62549,0.00012,-1.62529,-1.62570,0.10785,0.00017,0.10828,0.10757,-1.40679,0.00040,-1.40571,-1.40744,-1.81252,0.00061,-1.81156,-1.81343,1.72176,0.24545,2.49418,1.00000,0.52938,0.09758,1.00000,0.30776,8.75857,1.54237,14.74582,5.04143
278,27.744195699691772,571392,-1095.63235,2161.25920,nan,2.70566,3.95722,21.08112,4304.25000,-0.93311,0.39381,0.21675,-2.15988,3.49188,0.32598,4.29250,2.72908,6.98122,1.41668,10.21195,3.07875,-9.41617,1.54474,-6.13372,-12.83471,8.28769,2.11271,17.11611,4.12999,153.44004,56.22846,366.80014,59.81193,-0.01410,0.02806,0.07973,-0.07201,5.96552,0.35484,6.90642,5.06932,2.82037,0.30341,3.85781,2.06175,11.30854,0.72167,13.28073,9.09570,-2.13591,1.94448,2.23396,-8.16229,-1.62524,0.00017,-1.62498,-1.62560,0.10891,0.00040,0.10944,0.10825,-1.40510,0.00098,-1.40374,-1.40664,-1.81315,0.00056,-1.81173,-1.81400,1.71372,0.24506,2.65147,1.00000,0.55252,0.09402,1.00000,0.27729,9.16249,1.43287,14.32346,5.71313
279,26.675549745559692,573440,-975.79227,1994.31407,nan,2.83414,3.88744,19.95374,4612.50000,-1.47122,0.54571,0.04717,-3.09132,4.47152,0.49739,6.01750,3.36535,11.38261,3.16589,16.82851,4.44861,-12.64337,2.51431,-7.26329,-19.42079,13.80173,4.67504,32.50602,5.86608,192.60942,68.52534,443.23325,69.52365,-0.01703,0.02743,0.06400,-0.07768,5.96449,0.34294,6.81184,4.80356,2.88361,0.26973,3.63935,2.08349,11.27313,0.66886,13.03228,9.49920,-2.54645,2.05809,1.92348,-8.40991,-1.62471,0.00014,-1.62451,-1.62503,0.11001,0.00039,0.11074,0.10945,-1.40356,0.00039,-1.40270,-1.40429,-1.81484,0.00061,-1.81373,-1.81580,1.65992,0.22126,2.46993,1.00000,0.56899,0.08502,1.00000,0.36114,9.05835,1.51624,12.71766,5.06164
280,27.606226682662964,575488,-683.28710,2127.80101,nan,2.65662,4.05215,20.89728,4740.50000,0.25604,0.45224,1.53911,-1.21765,3.81273,0.72289,5.92528,2.13429,9.82893,5.30106,23.76804,4.06746,-11.80411,3.90269,-3.59384,-20.09109,7.17345,3.60374,23.76835,2.12644,114.57182,45.62732,280.91495,36.36283,-0.02269,0.02691,0.05157,-0.08103,5.94601,0.33984,6.95050,4.96320,2.80386,0.25440,3.51629,2.01660,11.36136,0.60728,12.71926,9.62389,-1.91952,1.30271,1.75258,-4.41617,-1.62305,0.00078,-1.62197,-1.62454,0.11052,0.00015,0.11083,0.11024,-1.40346,0.00060,-1.40273,-1.40481,-1.81007,0.00294,-1.80582,-1.81586,1.80097,0.33060,3.09416,1.00000,0.50887,0.11608,1.00000,0.23986,8.16079,1.87463,14.45203,3.60381
281,27.215585947036743,577536,-1086.34634,2308.57336,nan,2.53471,3.99124,20.68947,5000.00000,-0.20866,0.37565,0.81777,-1.29393,3.31773,0.39003,4.60928,2.40548,5.89185,1.33459,8.73792,3.43697,-11.10767,2.64345,-5.60410,-19.93924,5.04841,1.88198,17.05480,2.44056,106.36953,38.59570,238.61058,37.86856,-0.02371,0.02713,0.08270,-0.07816,5.89410,0.37094,7.10729,4.92496,2.85971,0.31535,3.93744,2.04635,11.20369,0.70289,12.49982,9.16424,-2.66404,2.60498,2.89999,-10.17382,-1.62086,0.00061,-1.61991,-1.62196,0.10913,0.00054,0.11025,0.10845,-1.40287,0.00109,-1.40131,-1.40482,-1.80456,0.00086,-1.80337,-1.80615,1.77452,0.32485,4.09277,1.00000,0.52451,0.09311,1.00000,0.29398,8.27850,1.68210,13.54031,3.51943
282,26.638834476470947,579584,-1173.36145,2071.53644,nan,2.67162,3.96476,20.00223,4729.75000,-0.32635,0.48912,1.52928,-1.53010,4.08374,0.33648,5.07258,3.27509,9.55268,1.79436,13.80651,4.55336,-10.34961,1.74730,-5.42739,-14.20549,9.83797,3.03613,23.66887,4.86780,185.49304,61.97409,428.04684,81.84096,-0.01484,0.02685,0.06564,-0.08000,5.98957,0.34042,6.76337,5.19015,2.76357,0.26556,3.67607,2.08383,11.13250,0.64048,12.49008,8.88551,-1.70750,1.60701,1.29635,-6.80377,-1.61890,0.00049,-1.61813,-1.61990,0.10848,0.00008,0.10863,0.10834,-1.40158,0.00057,-1.40066,-1.40262,-1.80228,0.00144,-1.80006,-1.80467,1.71514,0.26326,2.79933,1.00000,0.56820,0.08437,1.00000,0.32128,9.01480,1.38690,13.48651,5.57370
283,27.56729483604431,581632,-2030.70700,2221.69182,nan,2.97748,4.11573,20.47391,5000.00000,-0.07992,0.49452,1.23853,-1.43842,4.02994,0.50142,5.71448,2.32291,10.76197,3.86354,18.11193,4.19190,-11.52895,2.32754,-3.29589,-15.95894,9.18447,2.95328,19.84986,4.22790,153.44105,48.15181,335.01685,55.63750,-0.01510,0.02746,0.07153,-0.07481,5.82054,0.37069,6.89600,4.80409,2.91120,0.27706,3.80718,2.25722,11.31090,0.72931,13.26579,9.30890,-2.44112,1.84325,1.55216,-7.19270,-1.61818,0.00011,-1.61797,-1.61846,0.10873,0.00024,0.10913,0.10833,-1.40383,0.00100,-1.40174,-1.40526,-1.80267,0.00166,-1.79995,-1.80556,1.70648,0.25784,2.86061,1.00000,0.55654,0.09750,1.00000,0.25606,9.06297,1.80868,16.81655,4.42346
