EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
284,27.805665969848633,583680,-1431.55317,2340.50782,nan,2.81300,3.85506,21.13745,5000.00000,0.86457,0.37335,1.88451,-0.30298,2.73470,0.44246,4.05689,1.85400,8.38376,3.45110,16.97459,3.78715,-6.75202,2.30734,-2.27925,-11.74130,3.57767,1.33906,10.24071,1.77229,68.34400,28.24262,323.55948,27.99096,-0.02136,0.03038,0.09472,-0.09316,5.77978,0.36512,6.85547,4.67075,2.82521,0.28653,3.57464,1.89824,11.24437,0.80099,13.11201,9.18262,-2.28985,2.18556,1.88491,-8.72287,-1.61880,0.00025,-1.61843,-1.61929,0.10839,0.00043,0.10914,0.10769,-1.40460,0.00035,-1.40408,-1.40544,-1.80628,0.00022,-1.80560,-1.80674,1.70944,0.24789,2.67511,1.00000,0.54120,0.10031,1.00000,0.29174,8.44023,1.68209,13.25055,4.29545
285,25.895950078964233,585728,-1532.94857,2505.44857,nan,2.48421,4.04182,19.36969,3757.00000,0.83615,0.26036,1.59654,0.28839,2.27357,0.23114,2.87897,1.67842,6.53751,1.40333,9.27230,4.26920,-5.60159,1.47390,-2.38488,-8.70712,3.15138,0.95356,7.28011,1.49948,59.77816,22.67503,151.41101,25.63176,-0.01584,0.02719,0.07805,-0.07079,5.89343,0.37219,6.87455,4.67310,2.84651,0.30324,3.77582,2.02381,11.32086,0.76776,13.32997,9.57466,-2.32816,2.02655,1.95718,-7.46797,-1.61948,0.00015,-1.61923,-1.61977,0.10708,0.00035,0.10772,0.10647,-1.40149,0.00203,-1.39877,-1.40542,-1.80453,0.00094,-1.80242,-1.80588,1.69772,0.21546,2.44791,1.00000,0.55778,0.09145,1.00000,0.30534,9.18065,1.56079,15.49678,5.61577
286,27.679103136062622,587776,-2419.80167,2259.15606,nan,2.80313,3.92735,20.94847,5000.00000,-0.16891,0.49744,1.14640,-1.80140,3.88865,0.37133,4.99184,3.02604,7.92764,1.27132,10.56206,3.42563,-12.12857,3.47959,-5.35521,-21.16838,8.44031,2.67099,19.99712,4.18771,147.56188,52.93851,343.51474,58.32362,-0.01461,0.02728,0.07394,-0.07094,5.94671,0.35584,6.96666,4.91105,2.79357,0.27974,3.66622,1.99562,11.20439,0.58011,12.61174,9.54973,-1.90784,2.16256,2.55445,-7.91675,-1.61946,0.00016,-1.61922,-1.61977,0.10567,0.00048,0.10649,0.10495,-1.39977,0.00088,-1.39844,-1.40123,-1.80162,0.00053,-1.80090,-1.80253,1.75356,0.31169,3.20651,1.00000,0.54566,0.10271,1.00000,0.18995,8.76569,1.37428,13.75582,5.17250
287,26.514824151992798,589824,-2275.83718,1918.73913,nan,2.88576,3.88386,19.74503,4594.25000,-1.67198,0.46404,-0.61182,-3.01544,3.89971,0.35757,4.94600,2.81271,6.37319,1.71199,10.96619,2.63915,-12.17535,1.86729,-7.63678,-15.69175,8.34677,2.46112,19.02969,3.39437,183.71481,67.92766,519.69812,68.84934,-0.02243,0.02850,0.05848,-0.08484,5.97297,0.34341,6.94912,5.07965,2.83605,0.29634,3.85254,2.13352,11.33898,0.67944,12.81952,9.39043,-2.20307,2.06056,2.03674,-7.94113,-1.61851,0.00038,-1.61795,-1.61926,0.10477,0.00011,0.10503,0.10462,-1.40211,0.00030,-1.40126,-1.40266,-1.80297,0.00153,-1.80087,-1.80649,1.71552,0.23668,2.43903,1.00000,0.55798,0.08670,1.00000,0.32932,9.00862,1.48801,14.11463,5.43045
288,27.031099557876587,591872,-2151.16071,2391.37746,nan,2.66792,4.07815,20.28480,3632.00000,1.06791,0.28399,1.76559,0.24084,2.41275,0.44898,4.26454,1.54911,7.57094,2.87221,15.09808,3.90649,-5.93399,2.59824,-0.95896,-15.80240,3.08831,2.00029,13.87641,1.29861,56.23560,24.90637,250.08401,19.92774,-0.02606,0.02876,0.07553,-0.08631,5.88708,0.33631,6.89552,4.91909,2.79020,0.27198,3.70055,1.93808,11.23762,0.78720,12.85595,9.32123,-1.98445,1.73748,2.11865,-6.13211,-1.61853,0.00043,-1.61790,-1.61926,0.10498,0.00016,0.10528,0.10475,-1.40076,0.00074,-1.39973,-1.40246,-1.81144,0.00315,-1.80649,-1.81621,1.72373,0.27162,3.01189,1.00000,0.54215,0.09444,1.00000,0.32808,8.30552,1.75101,16.40283,3.90772
289,25.900460720062256,593920,-1754.66365,2506.21697,nan,2.70221,3.67743,19.52066,4179.00000,0.58861,0.24999,1.24744,-0.03254,2.51267,0.27923,3.30954,1.74995,6.44355,1.31968,9.01548,3.34111,-6.03884,0.96785,-2.58854,-8.71131,3.89200,1.11646,7.79109,1.59637,65.25354,24.04643,148.57408,22.05061,-0.01496,0.02671,0.06735,-0.07064,5.91014,0.36495,6.95699,4.70324,2.97611,0.26753,3.91403,2.28385,11.44144,0.65156,12.72196,9.01618,-2.07483,1.65611,1.86644,-7.15201,-1.62007,0.00039,-1.61927,-1.62079,0.10480,0.00026,0.10536,0.10441,-1.40023,0.00037,-1.39954,-1.40088,-1.81368,0.00187,-1.81082,-1.81682,1.66007,0.21608,2.59662,1.00000,0.54529,0.08839,1.00000,0.28646,8.98543,1.38554,13.66374,5.43180
290,26.68484878540039,595968,-1923.62295,2299.49260,nan,2.76649,4.06312,19.85508,5000.00000,-0.69792,0.36857,0.37577,-1.64400,3.78066,0.39843,4.88726,2.71558,8.67967,2.43007,12.51682,3.66366,-11.21572,1.64688,-7.56022,-14.72442,8.97713,2.87930,19.54168,3.83186,134.92652,46.62127,337.49088,44.94820,-0.02160,0.02717,0.06292,-0.08004,6.00367,0.32775,6.86147,5.03167,2.86639,0.31139,3.74679,2.10253,11.41626,0.75433,13.56003,9.37702,-2.57429,2.16298,1.60343,-6.82181,-1.62092,0.00014,-1.62066,-1.62117,0.10448,0.00020,0.10479,0.10421,-1.40164,0.00054,-1.40014,-1.40244,-1.80966,0.00044,-1.80909,-1.81094,1.70854,0.26913,2.58917,1.00000,0.53699,0.10095,1.00000,0.31542,8.75831,1.71935,14.00988,4.48920
291,26.135717630386353,598016,-797.01763,1936.06781,nan,2.62243,3.63399,19.87906,4703.50000,-2.42112,0.70329,-0.75026,-4.71642,4.74814,0.48004,6.15539,3.33178,9.07555,3.26380,16.00676,2.74426,-16.02430,2.40762,-8.53970,-20.50006,17.03318,4.48472,33.22678,7.04794,254.93329,95.85574,569.73224,95.19055,-0.01990,0.02783,0.06001,-0.08598,6.02957,0.35504,6.86225,4.80585,2.84276,0.31210,3.85514,2.18944,11.45267,0.70115,13.67754,9.38847,-2.32295,2.51580,2.21462,-10.10481,-1.62108,0.00020,-1.62076,-1.62144,0.10310,0.00087,0.10477,0.10193,-1.40460,0.00121,-1.40203,-1.40661,-1.80593,0.00236,-1.80300,-1.80972,1.74572,0.25112,3.12023,1.00000,0.55817,0.08735,1.00000,0.31308,9.07541,1.57324,13.91965,5.06530
292,26.077622413635254,600064,-940.10636,2273.40125,nan,2.62931,4.02286,19.42529,5000.00000,0.95630,0.60332,1.98887,-1.13172,4.25971,2.15992,11.23672,1.45909,14.75569,10.34772,38.15392,3.60481,-16.55418,12.69549,-1.73470,-66.53474,8.89960,13.43814,92.48591,1.66450,99.62656,71.65968,399.63913,20.06026,-0.01923,0.02636,0.08237,-0.06225,6.15261,0.33266,7.24924,5.02263,2.80400,0.29088,3.57659,2.04250,11.46552,0.71015,13.87660,9.67097,-2.15771,2.10035,2.53949,-8.13232,-1.62121,0.00010,-1.62102,-1.62143,0.10161,0.00021,0.10193,0.10123,-1.40934,0.00181,-1.40640,-1.41177,-1.80532,0.00129,-1.80268,-1.80758,1.73731,0.24788,2.83149,1.00000,0.52583,0.10687,1.00000,0.20120,7.01034,2.72621,15.60241,1.86939
293,26.802913904190063,602112,22.46950,2346.09732,nan,2.51536,4.07186,20.21551,4190.50000,-0.38487,0.36286,0.59860,-1.49743,3.43979,0.36731,4.81132,2.56466,7.94066,2.33804,11.85711,3.49980,-10.79945,2.26944,-5.76733,-16.46889,5.37413,1.97711,15.81759,2.46974,99.69778,42.15650,315.90134,38.80805,-0.01986,0.02694,0.08364,-0.08342,5.97496,0.38296,7.03195,4.62022,2.90151,0.28800,3.77641,2.13803,11.24104,0.74845,13.23053,9.39154,-2.39769,1.95676,1.96232,-7.20994,-1.62049,0.00043,-1.61989,-1.62121,0.10190,0.00025,0.10225,0.10136,-1.40934,0.00110,-1.40806,-1.41169,-1.80778,0.00028,-1.80711,-1.80820,1.72037,0.26876,2.97744,1.00000,0.56138,0.09490,1.00000,0.35221,8.89227,1.58244,15.36553,5.46377
294,27.333539485931396,604160,-731.32685,2047.44959,nan,2.51027,3.96218,20.86077,4816.00000,-1.56500,0.69026,0.47137,-3.28424,4.98596,0.45102,6.67257,3.82412,9.98007,1.99081,13.49704,4.80909,-13.17122,1.70394,-8.70832,-16.59567,13.77247,4.81190,35.84661,6.57117,174.07747,56.95399,422.33908,60.67289,-0.01878,0.02939,0.06911,-0.08486,6.15407,0.36374,7.22252,4.87189,2.89240,0.32634,3.98351,2.12034,11.53520,0.81160,13.29088,9.61824,-2.79748,2.61878,2.51934,-9.73585,-1.61875,0.00063,-1.61794,-1.61989,0.10155,0.00047,0.10225,0.10073,-1.40750,0.00047,-1.40679,-1.40869,-1.80475,0.00205,-1.80131,-1.80802,1.75001,0.28351,3.19134,1.00000,0.53052,0.11940,1.00000,0.18608,9.35775,1.47855,13.38327,5.76230
295,33.78607249259949,606208,-1517.53152,2029.47497,nan,2.65869,3.79000,27.33721,5000.00000,-0.90939,0.60757,0.73272,-3.02058,4.70411,0.63631,6.77180,2.98926,9.97795,2.18530,14.59160,3.77974,-16.48908,5.02629,-5.33991,-25.23378,12.70997,4.41677,32.11675,5.22897,198.98833,74.63706,533.72247,60.61713,-0.01869,0.02817,0.06486,-0.08468,6.06835,0.39632,7.09465,4.67934,2.92592,0.29834,3.91014,2.13736,11.51632,0.79337,13.43746,9.69150,-2.02339,2.05207,1.43900,-7.46536,-1.61763,0.00023,-1.61727,-1.61801,0.09973,0.00057,0.10074,0.09890,-1.40890,0.00031,-1.40837,-1.40950,-1.79972,0.00119,-1.79759,-1.80140,1.65999,0.22814,2.49255,1.00000,0.53366,0.11131,1.00000,0.22104,8.97304,1.69477,15.91146,4.27162
296,32.71417856216431,608256,-1840.43344,2318.61977,nan,2.83502,4.00933,25.86961,3470.00000,0.37542,0.50324,1.37261,-1.69949,3.26521,0.98295,6.64781,1.65443,6.33348,1.54269,10.10739,3.59821,-13.49416,8.75495,-3.20653,-33.48532,5.00121,3.41973,30.89952,2.20909,79.31440,48.36596,512.81848,29.65726,-0.02240,0.02821,0.08736,-0.08238,5.95140,0.40508,7.04303,4.78139,2.95569,0.29592,3.85403,2.18064,11.47288,0.74630,13.14729,9.83187,-2.56693,1.81176,1.45852,-6.53570,-1.61795,0.00044,-1.61727,-1.61862,0.09819,0.00032,0.09892,0.09776,-1.40864,0.00042,-1.40787,-1.40936,-1.79589,0.00063,-1.79467,-1.79758,1.69897,0.23904,2.95847,1.00000,0.54163,0.11150,1.00000,0.22496,7.97533,2.33344,17.11183,3.25022
297,27.166987657546997,610304,-1909.53100,2489.11220,nan,2.94608,4.07736,20.14336,5000.00000,0.55982,0.27262,1.47530,-0.14729,2.23722,0.22999,2.90861,1.57891,6.32864,1.39022,9.65102,3.14503,-5.16995,1.25085,-2.30801,-9.80951,3.24066,0.88056,6.79178,1.67052,69.47832,24.51572,186.44366,26.07799,-0.01591,0.02670,0.06848,-0.07224,6.05129,0.34313,7.27618,5.00433,2.89126,0.25989,3.66355,2.26918,11.43016,0.64504,12.91392,9.81948,-1.84189,2.16679,1.88332,-9.33079,-1.61955,0.00047,-1.61858,-1.62034,0.09755,0.00016,0.09787,0.09721,-1.40965,0.00063,-1.40846,-1.41090,-1.79493,0.00048,-1.79422,-1.79592,1.68866,0.25799,2.98995,1.00000,0.56352,0.09432,1.00000,0.22259,9.38703,1.45991,13.98029,5.01163
298,28.58567452430725,612352,-1789.76301,2328.89087,nan,2.54590,3.97742,22.06216,4660.75000,-0.29490,0.27086,0.32458,-1.05768,3.14106,0.31678,4.04656,2.40772,5.97826,0.98031,8.10327,3.42921,-9.67050,2.04750,-5.34639,-13.58662,6.63273,1.98992,13.58306,2.69269,115.21045,41.03920,291.88553,46.04716,-0.01823,0.02824,0.10211,-0.08531,6.00491,0.39207,6.95000,4.81751,2.93889,0.30504,4.07595,2.28948,11.45162,0.71317,13.13066,9.77497,-2.14138,2.22474,1.03957,-10.67582,-1.62047,0.00014,-1.62014,-1.62071,0.09743,0.00010,0.09757,0.09721,-1.40880,0.00147,-1.40606,-1.41094,-1.79746,0.00099,-1.79553,-1.79873,1.72644,0.27460,2.84286,1.00000,0.55470,0.08691,1.00000,0.30912,9.34575,1.60604,14.53943,5.28335
299,27.516042709350586,614400,-1592.47425,2279.26742,nan,2.85007,4.12129,20.54446,4070.50000,-0.49178,0.37541,0.48136,-1.40222,3.87229,0.37407,5.27225,2.77213,8.11687,1.44843,10.64688,4.36096,-11.56565,1.56483,-6.86861,-15.26736,10.11932,2.85909,23.46322,4.63993,133.90487,50.17120,352.02286,52.27443,-0.01634,0.02764,0.06536,-0.08069,6.00529,0.38047,7.27483,4.89671,2.98722,0.29164,3.83553,2.15628,11.36737,0.62952,13.11644,9.94960,-2.48637,1.80696,1.82585,-6.52160,-1.62029,0.00011,-1.62014,-1.62056,0.09644,0.00048,0.09743,0.09579,-1.40989,0.00196,-1.40602,-1.41271,-1.79846,0.00047,-1.79749,-1.79921,1.70265,0.23960,2.88889,1.00000,0.55142,0.08839,1.00000,0.33214,9.40603,1.52415,14.80006,5.31907
300,29.264644622802734,616448,-2269.63837,2269.48928,nan,2.57793,3.98699,22.69955,3711.00000,0.53373,0.82432,2.28190,-2.00435,4.49506,1.47232,8.11508,1.47674,9.22147,3.98029,18.29790,4.09477,-19.23288,8.12157,-1.26584,-30.35555,5.72089,5.43127,37.72756,1.62969,94.61070,64.25476,388.28760,21.70839,-0.02149,0.02513,0.10120,-0.07363,5.93556,0.35026,6.90447,4.91891,2.87790,0.27838,3.66558,2.02114,11.56881,0.68960,13.37941,9.56575,-2.06825,1.65164,1.32219,-5.67104,-1.61978,0.00043,-1.61915,-1.62047,0.09662,0.00057,0.09765,0.09577,-1.41060,0.00125,-1.40808,-1.41269,-1.79918,0.00024,-1.79867,-1.79976,1.71473,0.27033,2.89265,1.00000,0.53940,0.10801,1.00000,0.26226,7.02937,2.43413,14.66052,2.48779
301,26.383052587509155,618496,-2201.33671,2467.27250,nan,2.61261,3.93623,19.70341,3657.25000,0.09690,0.41573,1.10394,-1.02652,2.77461,0.34484,3.63113,1.67552,5.35098,1.35190,9.09660,3.08733,-8.82668,2.11429,-3.41643,-14.95403,4.43435,1.51642,10.11721,1.98560,85.86710,34.91430,207.54488,25.32130,-0.01246,0.02584,0.06565,-0.06733,6.01830,0.35947,7.08321,4.90451,2.80142,0.28318,3.79507,2.03454,11.22050,0.67130,12.94109,9.36174,-1.97645,1.80729,1.68324,-7.24841,-1.61866,0.00022,-1.61827,-1.61915,0.09737,0.00015,0.09764,0.09705,-1.40450,0.00177,-1.40188,-1.40805,-1.79539,0.00203,-1.79243,-1.79927,1.62290,0.22928,3.58896,1.00000,0.58220,0.08775,1.00000,0.30516,9.33121,1.65350,14.82131,5.45589
302,26.87114119529724,620544,-1164.65447,2288.09867,nan,2.61072,3.95107,20.30911,5000.00000,-1.09836,0.49623,0.31875,-2.55520,3.71114,0.41279,4.92356,2.62877,6.68261,1.86735,10.99591,3.55452,-11.95243,2.43828,-5.89446,-16.33911,8.94684,2.65059,19.31335,4.18156,117.49751,45.56556,274.14148,48.45544,-0.01583,0.02886,0.07461,-0.07860,6.00771,0.35323,7.02616,5.06872,2.84606,0.26457,3.61883,1.99160,11.30821,0.66508,12.76198,9.28523,-2.15322,1.87499,1.89622,-7.53211,-1.61811,0.00009,-1.61790,-1.61826,0.09776,0.00036,0.09833,0.09707,-1.39910,0.00147,-1.39714,-1.40187,-1.79383,0.00086,-1.79243,-1.79521,1.65037,0.21478,2.90161,1.00000,0.57036,0.08244,1.00000,0.33993,9.41588,1.52528,14.42646,5.98238
303,27.046573877334595,622592,-434.47987,2008.43037,nan,2.69198,4.07014,20.28430,4501.00000,-1.65199,0.60617,-0.15777,-3.05519,4.89606,0.46783,6.16694,3.53514,10.91126,2.85412,17.01346,4.39995,-12.29019,1.40337,-8.00208,-14.96181,14.10663,4.13004,31.33158,6.96192,190.24411,68.95695,441.11533,74.65200,-0.02178,0.02708,0.04987,-0.08004,6.07542,0.33398,7.11648,4.91326,2.74313,0.26101,3.43557,2.03526,11.20072,0.56398,12.20434,9.53618,-1.13180,1.23028,1.84269,-4.34547,-1.61845,0.00022,-1.61805,-1.61883,0.09857,0.00016,0.09876,0.09823,-1.39694,0.00021,-1.39653,-1.39749,-1.79452,0.00041,-1.79384,-1.79524,1.69899,0.27002,3.04986,1.00000,0.53896,0.09212,1.00000,0.27993,9.36595,1.33235,13.00838,5.81065
304,27.49449133872986,624640,-299.72775,2378.18344,nan,2.53747,3.97056,20.98630,4241.00000,1.41440,0.40480,2.56397,0.11800,3.59905,0.77327,5.81972,1.94406,9.90127,3.24475,17.75257,4.92900,-12.89952,4.76091,-2.04479,-25.96112,5.24581,3.35066,24.60660,2.06702,70.84230,33.83926,247.93382,26.26211,-0.02479,0.02682,0.09979,-0.08130,6.05919,0.34039,7.06627,5.03413,2.82464,0.26802,3.51055,2.12682,11.25005,0.60714,12.75246,9.69651,-1.89921,1.93942,2.26915,-7.11737,-1.61826,0.00028,-1.61790,-1.61881,0.09948,0.00028,0.09986,0.09874,-1.39765,0.00057,-1.39674,-1.39895,-1.79165,0.00114,-1.78979,-1.79429,1.74042,0.34172,3.56758,1.00000,0.54000,0.10887,1.00000,0.25264,7.79208,2.11069,14.17820,3.33530
305,27.353392362594604,626688,-398.91004,2499.35246,nan,2.67989,3.94026,20.73286,3914.75000,0.53361,0.35502,1.81939,-0.68090,2.72440,0.30137,3.75868,1.85388,6.06488,1.32633,9.51237,2.94445,-7.78534,1.89137,-3.09309,-11.99190,4.03140,1.19998,9.66495,2.07033,78.98982,32.82806,252.93628,29.12667,-0.01251,0.02613,0.06602,-0.06845,6.06817,0.36232,7.09719,5.20408,2.86190,0.31107,3.78006,2.12718,11.30444,0.61782,12.96588,9.51207,-2.30326,2.46500,1.89318,-9.89711,-1.61849,0.00030,-1.61795,-1.61914,0.09992,0.00010,0.10015,0.09977,-1.39985,0.00052,-1.39894,-1.40077,-1.78707,0.00142,-1.78486,-1.78979,1.64308,0.21543,2.64073,1.00000,0.57435,0.09390,1.00000,0.29949,9.51770,1.62007,16.09420,5.48803
306,27.153156280517578,628736,-778.85051,2234.29115,nan,2.65158,3.99969,20.50172,3967.00000,-0.24604,0.39561,0.67798,-1.62761,3.69179,0.33864,4.50770,2.84144,8.90590,2.34873,12.72554,4.26059,-9.36045,1.75525,-4.79819,-13.15868,8.83015,2.28273,17.89552,4.42881,145.14227,49.27521,325.13480,58.16487,-0.01557,0.02728,0.09767,-0.07141,6.11231,0.34086,6.99160,5.20619,2.87570,0.27478,3.52405,2.10122,11.32603,0.74151,13.43519,9.59115,-2.27760,2.23089,1.77664,-8.36335,-1.61897,0.00008,-1.61882,-1.61914,0.09983,0.00011,0.10007,0.09967,-1.40057,0.00023,-1.39999,-1.40116,-1.78664,0.00103,-1.78500,-1.78849,1.62450,0.18304,2.34766,1.00000,0.56988,0.08904,1.00000,0.29226,9.60836,1.44934,15.48635,4.38145
307,29.417311429977417,630784,-710.39480,2350.72381,nan,2.71963,4.16858,22.52891,4115.75000,0.06242,0.35751,0.95298,-1.04594,3.81546,0.49952,5.25107,2.49130,12.20822,4.45142,23.01236,4.49947,-8.83629,1.57617,-4.90076,-12.29862,9.15114,2.60178,18.23828,3.99548,120.26417,39.67896,273.02167,49.33265,-0.01464,0.02647,0.06798,-0.06899,6.12241,0.37025,7.06590,5.07518,2.90978,0.29746,4.19648,2.23092,11.36377,0.59091,13.04893,9.78907,-2.24671,2.14321,2.06665,-8.70689,-1.61846,0.00041,-1.61771,-1.61907,0.10054,0.00055,0.10147,0.09971,-1.39862,0.00131,-1.39654,-1.40092,-1.78868,0.00039,-1.78784,-1.78935,1.69215,0.23999,2.53472,1.00000,0.55448,0.08615,1.00000,0.30542,9.37265,1.59356,14.68110,5.45433
308,26.769562005996704,632832,-650.17929,2184.89220,nan,2.91277,3.96508,19.89149,4224.50000,0.20918,0.54274,1.38155,-1.79744,4.66911,1.74733,11.10621,1.92026,11.35249,8.92656,32.73966,3.95094,-19.37080,8.92849,-3.31442,-40.34568,7.10022,10.91626,71.10156,1.41773,103.21988,78.36061,604.35132,20.01746,-0.02203,0.02818,0.12049,-0.07973,5.97943,0.38415,7.03117,4.99811,2.87407,0.27742,3.57485,1.94954,11.30009,0.68262,12.69245,9.09264,-2.11869,1.89965,2.23570,-6.59396,-1.61750,0.00015,-1.61718,-1.61776,0.10177,0.00020,0.10218,0.10141,-1.39320,0.00187,-1.38977,-1.39658,-1.78729,0.00095,-1.78535,-1.78902,1.65615,0.22058,2.39817,1.00000,0.52275,0.12258,1.00000,0.23154,7.77149,2.74573,25.21064,2.25526
309,27.32098698616028,634880,-861.33155,2554.58925,nan,2.47356,4.10335,20.74390,4819.75000,0.63096,0.25338,1.29705,-0.06706,2.24337,0.26994,2.98906,1.66387,5.79067,1.03564,8.30596,3.61300,-6.55440,2.37385,-2.09872,-11.89388,2.66369,0.88010,7.43404,1.23353,54.03456,24.84232,198.82790,17.69072,-0.01662,0.02613,0.08239,-0.06855,5.96833,0.34838,6.96460,4.91606,2.82780,0.25120,3.68928,2.11727,11.25670,0.68958,12.74190,9.75517,-1.79626,1.77586,1.99974,-8.84800,-1.61752,0.00021,-1.61720,-1.61797,0.10240,0.00011,0.10257,0.10219,-1.38706,0.00115,-1.38541,-1.38972,-1.78750,0.00150,-1.78536,-1.79039,1.64184,0.21311,2.62250,1.00000,0.56417,0.10050,1.00000,0.31508,9.41025,1.55588,14.19316,5.54348
310,27.573418617248535,636928,-1032.52070,2452.62421,nan,2.95008,4.03681,20.58638,5000.00000,-0.11140,0.33120,0.81556,-1.09067,2.88223,0.32576,3.90955,2.12117,6.19586,1.44969,9.45189,3.25020,-8.98669,2.28180,-4.46135,-13.66933,5.43136,1.48261,11.35226,2.88577,71.09024,23.98880,210.18198,28.89078,-0.01547,0.02748,0.08286,-0.06622,5.87606,0.33690,6.74228,5.08620,2.93900,0.26713,3.58805,2.27579,11.36162,0.77782,13.62454,9.81642,-2.60849,2.06932,1.87531,-8.64776,-1.61754,0.00023,-1.61715,-1.61803,0.10202,0.00016,0.10236,0.10176,-1.38780,0.00164,-1.38534,-1.39047,-1.78928,0.00081,-1.78780,-1.79073,1.66185,0.24066,2.67310,1.00000,0.58076,0.08782,1.00000,0.26199,9.56980,1.64961,15.29180,4.87611
311,26.733083963394165,638976,-1046.92884,2079.99162,nan,2.75419,3.95312,19.84996,3976.75000,-1.77589,0.44043,-0.47962,-2.89276,4.38671,0.35787,5.60130,3.62472,6.89568,1.40275,10.17432,3.84905,-13.10811,2.28638,-7.87098,-17.59116,11.12208,2.87330,22.75424,5.13187,167.78613,59.68027,447.28156,79.12502,-0.01716,0.02882,0.07557,-0.07785,6.02272,0.35175,6.94576,5.03943,2.85072,0.27856,3.61275,2.08098,11.25919,0.64326,12.73775,9.47574,-2.29496,1.85011,1.39325,-7.94332,-1.61628,0.00050,-1.61546,-1.61714,0.10249,0.00042,0.10305,0.10177,-1.39130,0.00054,-1.39049,-1.39212,-1.79009,0.00106,-1.78767,-1.79124,1.66852,0.24177,2.88616,1.00000,0.57678,0.08649,1.00000,0.31823,9.74103,1.50086,15.09375,6.00276
312,33.060954570770264,641024,-1206.07566,2457.49947,nan,2.60417,4.08192,26.37467,4678.75000,1.02582,0.35034,1.75104,-0.17929,2.65701,1.20745,6.72508,1.23402,8.01648,4.69962,21.03429,2.89809,-9.78099,7.69111,-0.98004,-32.86926,3.44920,4.71479,33.04277,0.99906,62.29910,55.75442,355.89990,12.32590,-0.01836,0.02735,0.07672,-0.07677,6.00116,0.37513,7.11693,4.92012,2.83300,0.28520,3.68172,2.04363,11.26075,0.59222,12.75701,9.41898,-1.70691,1.84267,2.03586,-8.76723,-1.61493,0.00036,-1.61446,-1.61546,0.10333,0.00013,0.10350,0.10305,-1.39229,0.00092,-1.39099,-1.39410,-1.79398,0.00171,-1.79072,-1.79621,1.61676,0.21282,2.53508,1.00000,0.54568,0.11626,1.00000,0.26288,8.33329,2.81908,20.74588,1.59524
313,26.438726902008057,643072,-943.39428,2634.82925,nan,2.49998,3.97217,19.96635,5000.00000,0.64445,0.17644,1.20662,0.18744,1.70411,0.17834,2.23234,1.25241,4.41875,0.52647,5.64217,3.22475,-3.74919,1.06620,-1.49083,-6.39586,2.12180,0.51658,4.62736,1.25022,40.19498,15.11782,105.10049,14.87646,-0.01706,0.02565,0.09040,-0.06940,5.93597,0.32536,6.88435,4.64473,2.77078,0.24458,3.45223,2.09780,11.19198,0.70656,12.58691,9.55122,-1.61433,1.40952,2.69908,-5.14310,-1.61500,0.00017,-1.61455,-1.61521,0.10387,0.00036,0.10448,0.10330,-1.39523,0.00035,-1.39416,-1.39568,-1.79866,0.00126,-1.79625,-1.80081,1.61172,0.19470,2.19238,1.00000,0.57984,0.08989,1.00000,0.30570,9.56662,1.40074,14.43370,6.16215
