EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/alpha_loss_Mean,Training/alpha_loss_Std,Training/alpha_loss_Max,Training/alpha_loss_Min,Training/alpha_Mean,Training/alpha_Std,Training/alpha_Max,Training/alpha_Min,Training/eta_Mean,Training/eta_Std,Training/eta_Max,Training/eta_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,KL/mean_Mean,KL/mean_Std,KL/mean_Max,KL/mean_Min,KL/std_Mean,KL/std_Std,KL/std_Max,KL/std_Min,KL/max_Mean,KL/max_Std,KL/max_Max,KL/max_Min,KL/min_Mean,KL/min_Std,KL/min_Max,KL/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
266,16.61851692199707,534000,-115.69100,393.51515,nan,2.53991,2.14062,11.93777,3000.00000,0.67279,0.12738,1.01538,0.36714,0.97695,0.16149,1.43554,0.72883,4.24615,1.70691,7.81458,2.07015,-1.62466,0.36380,-0.71585,-2.49724,0.73555,0.31539,2.31860,0.35159,11.97486,5.14795,40.09504,3.68502,-0.24198,0.00589,-0.22637,-0.25292,0.00005,0.00025,0.00137,-0.00055,0.12639,0.00344,0.13640,0.12269,3.75939,0.00307,3.76449,3.75462,15.53786,0.36701,16.25515,14.66552,2.97439,0.29777,3.68333,2.15120,20.97794,0.80270,22.83710,19.08535,6.84934,1.80082,10.53491,3.03480,0.00965,0.00189,0.01441,0.00000,0.00348,0.00092,0.00631,0.00000,0.02020,0.00538,0.04011,0.00000,0.00383,0.00099,0.00677,0.00000,0.42819,0.05016,0.61773,0.33285
267,16.288958311080933,536000,-589.70874,283.09396,nan,2.49234,1.93643,11.86003,3000.00000,0.15479,0.06791,0.31344,-0.01472,0.77579,0.04741,0.88387,0.64466,2.28711,0.38361,3.02520,1.41125,-2.09932,0.29453,-1.34468,-2.48170,0.38227,0.07179,0.60390,0.24634,9.48127,3.53731,20.58366,2.20384,-0.24527,0.00566,-0.23245,-0.25784,-0.00002,0.00027,0.00129,-0.00061,0.12269,0.00335,0.13208,0.11841,3.75713,0.00489,3.76453,3.74839,15.75887,0.37305,16.57578,14.80643,2.85717,0.30888,3.67515,2.01882,21.23899,0.67233,22.60201,19.68493,7.41970,2.15907,12.03784,2.03989,0.01021,0.00214,0.01486,0.00000,0.00365,0.00099,0.00653,0.00000,0.02165,0.00625,0.05063,0.00000,0.00394,0.00105,0.00723,0.00000,0.41931,0.04169,0.54021,0.30931
268,15.603033304214478,538000,-664.72243,412.16613,nan,2.49133,2.07308,11.03845,2600.75000,-0.06609,0.22576,0.50541,-0.70067,2.17672,0.38160,3.40694,1.52927,4.93037,0.97760,6.58199,3.09093,-9.82924,4.63986,-3.00285,-17.90280,2.80329,1.83428,11.69393,0.70422,21.34139,10.01391,69.92767,9.10418,-0.24307,0.00507,-0.22687,-0.26134,-0.00019,0.00036,0.00132,-0.00135,0.14494,0.01028,0.16078,0.12951,3.73552,0.00775,3.74829,3.72203,15.65087,0.31863,16.79207,14.61884,2.83578,0.27275,3.62165,2.19973,21.05600,0.64745,22.22986,18.94736,7.45075,2.03947,11.39462,1.77551,0.01130,0.00258,0.01887,0.00000,0.00671,0.00448,0.02823,0.00000,0.04221,0.03026,0.16676,0.00000,0.00379,0.00119,0.00757,0.00000,0.49338,0.06169,0.68012,0.31865
269,15.66741943359375,540000,-658.50920,373.55205,nan,2.34851,2.06090,11.25786,3000.00000,0.46097,0.14027,0.90790,0.07058,1.35243,0.26533,2.07275,0.93109,7.33053,3.47081,13.49394,2.00659,-2.27947,0.28859,-1.76488,-2.93949,1.29041,0.72848,4.81171,0.41253,16.57278,7.91288,73.91705,5.29217,-0.24172,0.00588,-0.22725,-0.25877,0.00011,0.00029,0.00161,-0.00053,0.15025,0.00341,0.16076,0.14710,3.74574,0.01623,3.77336,3.72173,15.52332,0.38283,16.52136,14.73179,2.80505,0.23973,3.62634,2.03060,20.65596,0.68144,22.02558,19.05295,7.68981,1.23184,10.97061,5.65841,0.00928,0.00185,0.01357,0.00000,0.00349,0.00096,0.00687,0.00000,0.02008,0.00555,0.03929,0.00000,0.00346,0.00093,0.00621,0.00000,0.49961,0.05735,0.64941,0.32913
270,15.45103144645691,542000,-689.45996,301.02419,nan,2.37725,1.91760,11.15602,2669.25000,0.28920,0.08942,0.57431,0.08269,1.52742,0.10696,1.84168,1.21335,3.82535,0.27173,4.18194,2.70985,-3.97451,0.85050,-2.61132,-5.84258,0.87676,0.49115,3.66810,0.31597,14.56629,5.45327,36.95900,4.41604,-0.24148,0.00569,-0.22754,-0.25540,0.00005,0.00028,0.00147,-0.00053,0.13670,0.00307,0.14695,0.13392,3.76792,0.00487,3.77467,3.75915,15.54264,0.36414,16.41056,14.62060,2.85596,0.21555,3.63180,2.35181,20.90098,0.64842,22.23265,19.22932,8.08665,1.27299,11.24345,5.08951,0.00964,0.00197,0.01391,0.00000,0.00349,0.00089,0.00579,0.00000,0.02001,0.00508,0.03636,0.00000,0.00376,0.00115,0.00626,0.00000,0.46780,0.04989,0.64564,0.33610
271,16.062891483306885,544000,-635.48111,71.83470,nan,2.44368,2.08164,11.53734,3000.00000,-1.26661,0.15911,-0.89295,-1.71140,2.53467,0.10334,2.77003,2.28996,3.04318,0.28070,3.40401,1.87327,-6.86370,0.46549,-5.49338,-7.60150,0.97256,1.35615,8.39176,0.24848,13.81442,13.66092,77.51466,3.95793,-0.24265,0.00521,-0.22841,-0.25500,-0.00005,0.00031,0.00138,-0.00073,0.13653,0.00531,0.14758,0.12915,3.74151,0.01062,3.75902,3.72306,15.61501,0.33134,16.40450,14.71638,2.88472,0.29501,3.66775,2.08332,21.10708,0.64501,22.37220,19.86768,7.54822,1.93345,11.59786,3.82422,0.01039,0.00228,0.01514,0.00000,0.00375,0.00102,0.00835,0.00000,0.02118,0.00550,0.03802,0.00000,0.00394,0.00116,0.00700,0.00000,0.48276,0.06156,0.62243,0.29479
272,15.779151916503906,546000,-533.94298,323.15659,nan,2.46210,1.93740,11.37949,2499.50000,-0.54270,0.17467,-0.19560,-1.20615,2.28292,0.75470,4.38029,1.08819,5.61159,1.86163,8.52604,1.84011,-14.25925,7.16263,-2.68190,-26.25734,4.15836,3.23298,17.52488,0.58926,22.42999,9.86615,61.77652,9.38994,-0.24156,0.00518,-0.22851,-0.25515,-0.00007,0.00046,0.00148,-0.00212,0.14449,0.00545,0.15615,0.13773,3.71363,0.00516,3.72283,3.70441,15.55322,0.32883,16.45797,14.68238,2.81841,0.28138,3.48507,2.02344,21.14091,0.73377,22.62100,19.51868,7.73858,1.79081,11.70030,3.58444,0.01047,0.00315,0.02412,0.00000,0.00890,0.01041,0.05693,0.00000,0.06198,0.07985,0.45073,0.00000,0.00349,0.00101,0.00579,0.00000,0.44693,0.04885,0.59914,0.32045
273,15.812617540359497,548000,-566.14228,260.92930,nan,2.42552,2.00979,11.37714,2935.00000,0.06990,0.11768,0.38722,-0.19542,1.29625,0.19713,1.90645,0.99456,6.01334,3.02529,11.65862,2.27150,-2.59448,0.36544,-1.86613,-3.41417,0.95601,0.47644,2.46381,0.35427,12.40320,4.66778,35.62767,4.40920,-0.24118,0.00610,-0.22184,-0.25736,0.00016,0.00034,0.00156,-0.00055,0.13887,0.00649,0.15615,0.13316,3.72587,0.01328,3.74799,3.70438,15.47243,0.35115,16.44540,14.38857,2.94337,0.32075,3.61487,2.06808,20.98780,0.78122,22.07327,19.13539,6.70073,2.54826,11.39876,1.70762,0.00896,0.00226,0.01407,0.00000,0.00322,0.00091,0.00565,0.00000,0.01869,0.00541,0.03337,0.00000,0.00346,0.00122,0.00666,0.00000,0.40782,0.04463,0.53201,0.28089
274,15.82889175415039,550000,-702.38905,161.52980,nan,2.44731,1.91540,11.46601,3000.00000,-0.36641,0.07405,-0.14339,-0.56209,0.93945,0.05988,1.09770,0.78371,2.33122,0.44726,3.04045,1.03486,-2.95088,0.31162,-1.98329,-3.35431,0.50929,0.12572,0.98237,0.29668,9.52934,3.32780,22.83340,4.19952,-0.24382,0.00508,-0.22653,-0.25810,0.00005,0.00029,0.00137,-0.00065,0.12592,0.00332,0.13647,0.12183,3.74519,0.00303,3.74935,3.73953,15.69117,0.32568,16.58066,14.61892,2.81242,0.24554,3.37375,2.13481,20.99830,0.65242,22.35620,19.52538,7.96239,1.66596,11.38809,4.26764,0.00963,0.00221,0.01532,0.00000,0.00334,0.00096,0.00689,0.00000,0.01933,0.00544,0.04257,0.00000,0.00391,0.00124,0.00685,0.00000,0.42121,0.04177,0.55758,0.31095
275,15.77112364768982,552000,-189.04701,165.76604,nan,2.51605,1.89788,11.35704,3000.00000,-0.23263,0.04860,-0.12423,-0.39021,1.05902,0.06956,1.22726,0.82649,2.22853,0.22588,2.59992,1.59794,-3.16146,0.51573,-2.11332,-4.03851,0.38752,0.15802,1.43940,0.21362,8.62039,4.42465,40.60423,3.48855,-0.24538,0.00527,-0.22680,-0.25822,0.00000,0.00025,0.00128,-0.00055,0.12472,0.00293,0.13030,0.12152,3.73054,0.00540,3.73946,3.72118,15.77410,0.32965,16.55193,14.66196,2.86659,0.31078,4.01257,2.08111,21.00778,0.65808,22.40910,19.49134,7.30228,1.75334,12.07887,2.86993,0.01000,0.00195,0.01445,0.00000,0.00366,0.00091,0.00628,0.00000,0.02086,0.00526,0.04432,0.00000,0.00380,0.00113,0.00720,0.00000,0.43638,0.05043,0.56243,0.33245
276,15.934563636779785,554000,-334.64622,368.80685,nan,2.47813,1.93892,11.51730,2420.00000,-0.06542,0.18612,0.33825,-0.60053,2.14582,0.49539,3.57174,1.42022,7.06593,3.20794,13.21626,2.84791,-9.44183,3.78472,-2.66899,-16.89343,2.78757,2.21914,12.95185,0.48404,25.92139,13.33626,90.88834,8.07891,-0.24476,0.00532,-0.23070,-0.25830,-0.00008,0.00039,0.00130,-0.00150,0.13404,0.00707,0.14112,0.12286,3.71441,0.00366,3.72106,3.70833,15.74903,0.32106,16.54639,14.86712,2.86966,0.28478,3.66028,2.04568,21.19542,0.80553,23.20218,19.35869,7.31152,1.58899,11.97689,4.63399,0.01061,0.00295,0.02199,0.00000,0.00666,0.00531,0.03613,0.00000,0.03997,0.03139,0.20064,0.00000,0.00345,0.00099,0.00630,0.00000,0.44245,0.04644,0.55827,0.30017
277,17.660576581954956,556000,-425.26844,242.72556,nan,2.45556,2.05178,13.15307,2264.75000,0.11331,0.15506,0.58052,-0.19377,2.00904,0.17101,2.57409,1.77078,6.40751,3.12901,11.79860,2.83719,-4.10674,0.17756,-3.55351,-4.39111,1.19512,0.85737,4.73000,0.34122,15.27072,7.28870,49.07139,5.43426,-0.24221,0.00592,-0.22521,-0.25747,-0.00000,0.00026,0.00141,-0.00055,0.13785,0.00237,0.14243,0.13458,3.69976,0.00505,3.70825,3.69137,15.60879,0.38227,16.54356,14.47633,3.07186,0.31132,4.10090,2.37294,21.13680,0.59628,22.18750,19.49435,6.76019,2.13730,10.90613,2.85305,0.01001,0.00189,0.01397,0.00000,0.00364,0.00096,0.00634,0.00000,0.02110,0.00551,0.03724,0.00000,0.00372,0.00108,0.00619,0.00000,0.49184,0.06169,0.72582,0.28771
278,15.76581597328186,558000,-459.96697,96.32423,nan,2.47558,1.94734,11.34272,3000.00000,-0.73078,0.07854,-0.53248,-0.93547,2.21061,0.07543,2.42136,2.01195,3.60134,0.71196,5.66279,2.67404,-5.51872,1.07804,-4.12894,-7.01239,0.82347,0.76891,5.58009,0.41438,12.31479,9.62830,61.86187,4.24895,-0.24554,0.00547,-0.23140,-0.25917,-0.00004,0.00029,0.00142,-0.00070,0.13861,0.00412,0.14772,0.13403,3.67342,0.01077,3.69124,3.65469,15.80141,0.34205,16.67777,14.86143,2.80728,0.28381,3.50481,2.17471,20.95106,0.58906,22.15079,19.38320,7.43178,2.28420,11.15111,0.69725,0.01032,0.00203,0.01490,0.00000,0.00374,0.00097,0.00639,0.00000,0.02142,0.00576,0.04367,0.00000,0.00398,0.00100,0.00661,0.00000,0.48465,0.05730,0.69114,0.31508
279,15.816216468811035,560000,-563.90890,31.99574,nan,2.47061,1.96851,11.37693,2703.50000,-1.13895,0.07863,-0.90370,-1.33068,2.19748,0.05862,2.34417,2.04491,2.66733,0.32645,3.43996,2.03301,-5.27448,0.68465,-4.23519,-6.33870,0.79746,0.99391,5.94690,0.29405,10.27372,8.44836,52.93845,3.68475,-0.24288,0.00560,-0.22747,-0.26140,0.00011,0.00026,0.00148,-0.00059,0.13763,0.00376,0.14777,0.13356,3.63220,0.01313,3.65445,3.60958,15.62044,0.35513,16.81442,14.63205,2.92768,0.30959,3.67119,2.11329,21.03138,0.66481,22.00879,19.44908,7.11519,2.02633,11.16339,2.68398,0.00925,0.00184,0.01439,0.00000,0.00328,0.00081,0.00543,0.00000,0.01862,0.00444,0.03375,0.00000,0.00354,0.00106,0.00614,0.00000,0.46479,0.05721,0.67181,0.29743
280,15.873053312301636,562000,-1013.34626,421.39844,nan,2.39746,1.97680,11.49858,3000.00000,-0.20680,0.31271,0.30927,-1.28623,3.29370,1.33361,6.90028,1.17095,4.84594,1.69866,8.81156,2.62215,-25.01172,12.99651,-4.01600,-45.70367,10.37319,8.68661,40.82139,0.68820,27.02034,12.07103,72.81936,9.77704,-0.24575,0.00503,-0.22796,-0.25925,0.00001,0.00028,0.00135,-0.00064,0.12510,0.00314,0.13451,0.12209,3.58557,0.01373,3.60928,3.56202,15.80744,0.32205,16.67900,14.65118,2.94192,0.27254,3.78938,2.33406,20.86278,0.61613,21.99871,19.59161,7.03542,2.68576,11.76274,-1.77307,0.00991,0.00218,0.01521,0.00000,0.00404,0.00147,0.01201,0.00000,0.02438,0.01137,0.09973,0.00000,0.00345,0.00101,0.00571,0.00000,0.44277,0.05423,0.59003,0.30717
281,16.865551471710205,564000,-1461.60462,519.69480,nan,2.38512,2.00391,12.47633,3000.00000,0.55981,0.10030,0.76692,0.26554,0.96012,0.05879,1.11457,0.82083,2.91751,0.31683,3.70659,2.22347,-1.80512,0.39426,-1.15869,-2.71455,0.45582,0.16453,1.50232,0.25504,10.91309,5.26583,41.34322,3.49135,-0.24409,0.00535,-0.22910,-0.25723,-0.00002,0.00026,0.00131,-0.00064,0.13200,0.00429,0.13727,0.12644,3.55403,0.00369,3.56176,3.54772,15.67987,0.33767,16.47462,14.75865,2.86549,0.32617,3.81028,1.96678,20.95974,0.71759,22.63659,19.76580,7.13403,2.70697,10.68039,-1.71252,0.01016,0.00198,0.01496,0.00000,0.00339,0.00092,0.00708,0.00000,0.01999,0.00508,0.04097,0.00000,0.00421,0.00115,0.00832,0.00000,0.49356,0.05664,0.63857,0.33440
282,15.887927532196045,566000,-1354.92565,508.44316,nan,2.44008,1.99134,11.45635,3000.00000,0.30878,0.05590,0.43323,0.14522,0.82892,0.05234,0.94634,0.62027,2.19463,0.19361,2.55169,1.72703,-1.98718,0.30813,-1.38363,-2.60684,0.37140,0.09525,0.99190,0.22001,8.50013,4.17987,34.79195,3.60091,-0.24453,0.00528,-0.23165,-0.25777,-0.00001,0.00028,0.00136,-0.00058,0.12901,0.00328,0.13627,0.12507,3.53740,0.00614,3.54763,3.52661,15.71685,0.33296,16.53093,14.95049,2.98318,0.25675,3.67363,2.29471,21.23639,0.75393,23.27972,20.04301,7.34678,1.59844,11.25202,3.85695,0.01006,0.00214,0.01431,0.00000,0.00339,0.00081,0.00544,0.00000,0.01978,0.00445,0.02938,0.00000,0.00402,0.00114,0.00715,0.00000,0.46759,0.05517,0.60807,0.29398
283,16.044758796691895,568000,-1360.21312,487.64925,nan,2.49870,2.27917,11.26673,3000.00000,0.24849,0.06527,0.39207,0.06020,0.72647,0.03951,0.84344,0.60435,2.24948,0.21976,2.67570,1.60552,-1.46527,0.18840,-0.97818,-1.80316,0.40860,0.06724,0.61483,0.23916,9.60640,3.76190,26.32768,3.38082,-0.24751,0.00571,-0.23515,-0.26452,0.00002,0.00027,0.00136,-0.00060,0.13262,0.00242,0.13622,0.12841,3.52581,0.00024,3.52648,3.52548,15.94056,0.35847,16.97291,15.14784,2.93025,0.26696,3.53093,2.40768,21.06769,0.56426,22.14581,19.35873,7.53761,1.76903,11.73214,2.95985,0.00986,0.00205,0.01456,0.00000,0.00358,0.00105,0.00750,0.00000,0.02080,0.00585,0.04259,0.00000,0.00387,0.00103,0.00726,0.00000,0.46921,0.06273,0.64296,0.34572
284,16.366610288619995,570000,-1803.60123,365.73856,nan,2.44753,2.01712,11.90180,3000.00000,-0.90042,0.17778,-0.44128,-1.35610,2.93899,0.19868,3.39549,2.28764,5.33163,0.97344,6.57602,2.79526,-10.16275,0.45713,-8.70587,-10.87391,2.59346,1.99730,11.06835,0.71303,21.78827,13.96292,100.14989,6.23826,-0.24465,0.00591,-0.22934,-0.26042,-0.00002,0.00030,0.00134,-0.00066,0.12985,0.00490,0.13822,0.12250,3.50347,0.01438,3.52622,3.47863,15.75111,0.37795,16.79495,14.78693,2.79975,0.25205,3.38083,2.26548,20.85091,0.68205,22.99484,19.29403,7.87880,1.38999,11.98226,5.29403,0.01020,0.00226,0.01499,0.00000,0.00458,0.00172,0.01009,0.00000,0.02898,0.01345,0.08139,0.00000,0.00333,0.00106,0.00651,0.00000,0.44955,0.04951,0.60114,0.31119
285,16.581965923309326,572000,-1660.71468,342.17678,nan,2.48230,2.08819,12.01126,3000.00000,-0.60752,0.11202,-0.27964,-0.87020,2.34140,0.17924,2.89183,1.81601,5.57411,1.41725,8.79255,2.46837,-8.19732,2.18617,-5.55679,-11.91009,1.44770,1.01944,6.50278,0.43645,18.24384,9.33397,60.18836,5.44842,-0.24136,0.00658,-0.21999,-0.25713,-0.00000,0.00027,0.00138,-0.00059,0.13265,0.00255,0.13823,0.12976,3.46231,0.00902,3.47836,3.44671,15.53229,0.41577,16.54895,14.10364,3.01794,0.28160,3.85890,1.86167,20.72654,0.53792,21.75436,19.33429,6.88295,1.99485,12.19242,3.07677,0.01004,0.00196,0.01434,0.00000,0.00355,0.00080,0.00594,0.00000,0.02054,0.00454,0.03617,0.00000,0.00394,0.00109,0.00716,0.00000,0.47119,0.05443,0.63982,0.26517
286,16.110310792922974,574000,-1604.13019,235.30251,nan,2.60654,2.13950,11.36408,3000.00000,-0.77019,0.12583,-0.45061,-1.08602,1.80064,0.15714,2.26195,1.41211,5.31479,1.97215,8.25840,1.89119,-4.30675,0.38022,-3.57755,-5.03758,1.36215,0.67509,4.19581,0.62149,16.37948,8.13977,54.76977,5.93646,-0.24399,0.00649,-0.22758,-0.26139,0.00008,0.00025,0.00138,-0.00040,0.12791,0.00326,0.13825,0.12481,3.44662,0.00089,3.44843,3.44539,15.69468,0.41114,16.66477,14.78284,3.00328,0.28586,3.73693,2.16062,21.18664,0.79613,23.11978,18.99259,6.79139,2.14198,11.39084,1.16588,0.00942,0.00190,0.01315,0.00000,0.00324,0.00069,0.00544,0.00000,0.01852,0.00394,0.02775,0.00000,0.00380,0.00104,0.00607,0.00000,0.42414,0.04356,0.55202,0.32517
287,15.984601259231567,576000,-1575.22341,144.07439,nan,2.55196,1.99842,11.43406,2573.50000,-0.98102,0.09261,-0.69539,-1.20684,1.35377,0.07410,1.54601,1.12982,2.34819,0.65159,3.72579,1.22693,-4.53152,0.68565,-3.23361,-5.46232,0.85021,0.36190,3.03767,0.42702,14.93383,7.72934,60.55939,4.30397,-0.24551,0.00642,-0.22885,-0.26177,-0.00001,0.00028,0.00127,-0.00064,0.12088,0.00503,0.12859,0.11323,3.43499,0.00888,3.44852,3.41936,15.78389,0.40596,16.77129,14.69409,2.89617,0.29099,3.67120,2.18087,21.06543,0.77351,23.24096,19.33137,7.45760,1.84499,11.55786,1.49924,0.01009,0.00231,0.01509,0.00000,0.00356,0.00094,0.00597,0.00000,0.02066,0.00571,0.03895,0.00000,0.00401,0.00121,0.00729,0.00000,0.40803,0.04403,0.52668,0.26525
288,15.598482847213745,578000,-1206.27487,344.44943,nan,2.48097,2.05224,11.06510,3000.00000,0.44167,0.15411,0.82739,-0.01291,2.48454,0.51695,4.47344,1.54776,7.59452,2.29249,11.57387,3.90404,-8.87683,3.94400,-2.99101,-16.06934,3.56747,2.53490,13.84869,0.75225,24.35702,17.51379,104.22289,8.59478,-0.24493,0.00571,-0.23035,-0.26127,-0.00012,0.00032,0.00129,-0.00129,0.13375,0.00791,0.14775,0.12311,3.41312,0.00292,3.41918,3.40822,15.77424,0.35671,16.76673,14.94040,2.79540,0.29949,3.61094,1.97669,20.90720,0.63449,22.58541,19.23075,7.67334,1.95859,11.10178,3.14983,0.01090,0.00244,0.02041,0.00000,0.00631,0.00434,0.02507,0.00000,0.03944,0.03028,0.16381,0.00000,0.00345,0.00103,0.00562,0.00000,0.44443,0.05209,0.59260,0.33103
289,15.78122353553772,580000,-1125.59163,296.44795,nan,2.35920,2.01740,11.40447,3000.00000,0.34511,0.11540,0.70550,0.07664,1.12924,0.11283,1.41891,0.85677,4.49214,1.59378,7.66153,2.22923,-2.37923,0.37490,-1.62970,-3.03447,0.66587,0.23999,1.60591,0.34338,11.09676,4.24917,25.64129,4.75993,-0.24364,0.00543,-0.22889,-0.25818,0.00005,0.00031,0.00148,-0.00052,0.13655,0.00372,0.14773,0.13296,3.42488,0.01086,3.44279,3.40793,15.67616,0.33838,16.54230,14.75272,2.93049,0.33421,3.87396,2.28006,20.83403,0.64236,22.30365,19.58380,6.56590,2.91024,11.26839,-0.14068,0.00969,0.00216,0.01392,0.00000,0.00365,0.00101,0.00689,0.00000,0.02078,0.00601,0.04174,0.00000,0.00366,0.00109,0.00602,0.00000,0.44511,0.04603,0.56523,0.32171
290,16.86011004447937,582000,-1568.27690,225.07655,nan,2.37036,2.17299,12.31654,3000.00000,-0.16477,0.07792,-0.00607,-0.36712,1.19843,0.06575,1.36972,0.97766,2.75045,0.44845,3.78024,1.72876,-2.93322,0.24678,-2.26984,-3.36091,0.49598,0.18881,1.46467,0.29542,10.68324,4.18320,27.65026,3.65853,-0.24531,0.00624,-0.22971,-0.26061,-0.00004,0.00031,0.00141,-0.00057,0.13796,0.00480,0.14742,0.13264,3.43316,0.00741,3.44368,3.42014,15.80429,0.39702,16.80206,14.81204,2.81026,0.26117,3.55495,2.18288,20.99918,0.69250,22.62398,19.37715,8.19067,1.58870,10.86045,3.91215,0.01028,0.00221,0.01417,0.00000,0.00404,0.00126,0.00924,0.00000,0.02290,0.00710,0.05859,0.00000,0.00372,0.00117,0.00673,0.00000,0.47888,0.05391,0.64728,0.34547
291,15.64050555229187,584000,-1665.31454,141.68436,nan,2.42690,2.01751,11.19592,2395.00000,-0.78209,0.07028,-0.60926,-0.96145,1.22101,0.05233,1.35189,1.10423,1.81595,0.24613,2.21451,1.24855,-3.92860,0.28864,-3.24759,-4.34440,0.57384,0.24188,1.96050,0.28606,13.26104,7.56678,48.59945,4.11134,-0.24718,0.00598,-0.23144,-0.26175,0.00005,0.00029,0.00147,-0.00081,0.13955,0.00240,0.14742,0.13743,3.40044,0.01166,3.41996,3.38040,15.88966,0.37945,16.75800,14.91817,2.85842,0.29780,3.68298,2.06690,21.19685,0.71623,22.71039,19.39285,7.16946,2.05994,11.25795,3.69233,0.00970,0.00205,0.01588,0.00000,0.00347,0.00103,0.00794,0.00000,0.01982,0.00575,0.04322,0.00000,0.00370,0.00107,0.00690,0.00000,0.46179,0.04886,0.62637,0.30784
292,15.266351461410522,586000,-1074.19047,421.10113,nan,2.38112,1.86953,11.01556,3000.00000,-0.32569,0.34932,0.50932,-1.29931,3.21529,0.78868,5.32276,1.75416,11.03994,3.09227,14.75202,3.25560,-19.68403,9.16274,-4.32635,-33.88786,6.72280,4.47447,20.77484,0.78154,31.23661,12.03089,68.93824,12.25531,-0.24766,0.00502,-0.23574,-0.26274,-0.00012,0.00034,0.00142,-0.00131,0.14534,0.00642,0.15686,0.13610,3.39678,0.01030,3.41260,3.38000,15.93697,0.31663,16.80606,15.20016,2.75473,0.28123,3.51231,1.94977,21.11174,0.66834,22.84296,19.64322,7.81875,2.07728,11.85079,3.97079,0.01078,0.00236,0.01901,0.00000,0.00785,0.00512,0.02833,0.00000,0.05333,0.03960,0.21277,0.00000,0.00315,0.00091,0.00539,0.00000,0.47799,0.05681,0.69806,0.31840
293,18.924466848373413,588000,-1348.46721,475.11908,nan,2.34067,1.98063,14.60301,2941.00000,0.51653,0.13472,0.91126,0.19707,1.25479,0.26199,1.98937,0.76427,5.72073,1.89523,8.76260,2.18262,-2.25844,0.46643,-1.26201,-2.83418,1.00918,0.54764,3.79920,0.34054,15.99481,6.21041,40.86757,5.68292,-0.24493,0.00682,-0.22659,-0.26412,0.00008,0.00031,0.00157,-0.00064,0.14872,0.00324,0.15698,0.14469,3.45045,0.02178,3.48797,3.41296,15.79417,0.39508,16.91423,14.82233,2.95698,0.33383,4.03853,2.05310,21.31066,0.73072,22.87306,19.83140,7.31923,2.56583,11.63600,-2.23981,0.00948,0.00200,0.01421,0.00000,0.00329,0.00074,0.00538,0.00000,0.01924,0.00435,0.03356,0.00000,0.00389,0.00121,0.00693,0.00000,0.53603,0.07047,0.73336,0.31544
294,15.607185125350952,590000,-1390.82674,443.37261,nan,2.34702,2.10192,11.15809,2925.00000,0.55423,0.06365,0.69773,0.32571,0.97682,0.08102,1.21555,0.80577,3.87310,1.09020,5.25888,1.92176,-2.04753,0.47990,-1.21608,-3.04407,0.49626,0.16639,1.32368,0.28585,11.69085,5.75130,41.40989,4.30253,-0.24752,0.00579,-0.23087,-0.26216,0.00002,0.00027,0.00148,-0.00047,0.14270,0.00212,0.14785,0.14049,3.49398,0.00162,3.49626,3.48840,15.91905,0.36494,16.93038,14.83776,2.82654,0.30527,3.73872,2.24620,21.06564,0.54837,22.03982,19.62696,7.76739,2.21891,11.44296,2.09887,0.00988,0.00187,0.01328,0.00000,0.00345,0.00082,0.00628,0.00000,0.02015,0.00504,0.04096,0.00000,0.00381,0.00106,0.00675,0.00000,0.53611,0.05594,0.70667,0.36082
295,15.57728624343872,592000,-860.57262,383.10492,nan,2.40418,2.14727,11.02561,3000.00000,0.11869,0.06589,0.29812,-0.04659,0.74882,0.04604,0.88859,0.66256,2.34300,0.40223,3.03913,1.52103,-1.73321,0.23141,-1.20846,-2.05179,0.36065,0.06327,0.58776,0.26397,9.50852,3.77696,20.75775,2.89690,-0.24878,0.00568,-0.23246,-0.26248,0.00002,0.00031,0.00146,-0.00075,0.14050,0.00295,0.14558,0.13608,3.49617,0.00033,3.49664,3.49550,15.97827,0.35618,16.83715,14.96222,2.87651,0.31853,3.78158,2.06787,21.35361,0.64636,22.48586,19.42055,7.48731,1.96911,11.33682,2.38148,0.00988,0.00220,0.01534,0.00000,0.00355,0.00097,0.00671,0.00000,0.02013,0.00536,0.03936,0.00000,0.00368,0.00111,0.00677,0.00000,0.49971,0.06072,0.72432,0.29943
