EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,new_actions/mean_Mean,new_actions/mean_Std,new_actions/mean_Max,new_actions/mean_Min,new_actions/std_Mean,new_actions/std_Std,new_actions/std_Max,new_actions/std_Min,new_actions/max_Mean,new_actions/max_Std,new_actions/max_Max,new_actions/max_Min,new_actions/min_Mean,new_actions/min_Std,new_actions/min_Max,new_actions/min_Min
174,34.29832673072815,555000,130.04916,2338.74479,2179.04652,3.12913,12.00911,19.15987,5000.00000,0.22939,0.30893,4.07523,-0.01894,18.75990,80.86688,1106.11816,2.85284,18.63043,83.35410,1105.13501,2.62198,-98.44201,3.91464,-86.49472,-109.06937,-0.07149,0.02850,0.01037,-0.14760,0.92328,0.00718,0.94045,0.90059,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
175,34.935633420944214,558000,351.25405,1897.66406,2179.04652,3.28129,12.52412,19.13002,4572.75000,0.21343,0.24297,2.17066,-0.03778,14.31098,59.68069,580.42474,3.04951,14.06602,61.73368,571.41223,2.76831,-99.75905,3.81835,-89.85461,-113.16116,-0.04875,0.03770,0.04435,-0.16715,0.92081,0.00756,0.93826,0.89373,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
176,34.56638193130493,561000,351.77595,2887.04254,2179.04652,3.08459,12.56277,18.91881,4614.75000,0.23186,0.29169,2.27459,-0.04127,18.95106,75.14140,580.85657,3.37883,18.67886,77.23553,572.82117,3.06759,-100.97435,4.20057,-89.41605,-116.21411,-0.04743,0.03253,0.03352,-0.14428,0.91571,0.00778,0.93161,0.88574,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
177,34.68085837364197,564000,213.16394,1293.45603,2179.04652,3.12601,12.41727,19.13738,4307.75000,0.24250,0.33311,4.16853,-0.00870,22.01758,89.54471,1106.51111,3.61172,21.31834,89.93321,1089.65894,3.31557,-100.80329,4.18767,-87.41235,-114.32207,-0.02856,0.03343,0.06716,-0.10211,0.91484,0.00856,0.93404,0.88331,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
178,34.11863327026367,567000,291.04745,1717.24784,2179.04652,3.16243,12.32584,18.63015,4271.50000,0.23591,0.30692,2.29369,-0.00507,19.24428,76.46362,629.73730,3.56160,19.72742,80.09662,630.14539,3.47171,-102.69627,4.62358,-91.62326,-116.77327,-0.03545,0.03705,0.05878,-0.16147,0.91141,0.00939,0.93266,0.87678,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
179,34.829755544662476,570000,425.84869,2505.69094,2179.04652,3.23452,12.49472,19.10036,4505.50000,0.24957,0.32421,4.10439,0.00151,21.89592,85.10912,1059.61084,3.56560,21.41486,84.25076,916.03693,3.35497,-103.14799,4.93908,-87.68170,-117.92179,-0.07478,0.03369,0.03550,-0.16309,0.90663,0.00904,0.92833,0.87512,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
180,35.21526861190796,573000,566.83628,2226.21645,2179.04652,3.15794,12.90866,19.14850,4501.75000,0.23914,0.28174,2.26787,-0.00842,19.91020,69.87669,569.77710,3.98748,19.83029,74.63659,562.51404,3.55731,-103.35566,4.88600,-87.79541,-122.32081,-0.03841,0.04713,0.09630,-0.12258,0.90561,0.00916,0.92886,0.87286,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
181,34.110661029815674,576000,573.97253,625.60055,2179.04652,3.07586,12.14900,18.88561,5000.00000,0.23892,0.29222,2.27415,0.00911,20.57967,72.25809,585.14423,4.15855,20.48556,74.75857,582.64972,4.05964,-103.31407,5.12572,-88.75595,-119.46202,-0.07136,0.03260,0.02144,-0.14887,0.90048,0.01023,0.92759,0.86375,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
182,34.3226261138916,579000,497.90772,1643.83715,2179.04652,3.19432,12.65827,18.46983,5000.00000,0.25153,0.33295,4.05015,0.01568,25.54196,87.84197,1029.44043,4.24568,24.94265,90.30333,1054.91431,4.08798,-104.01584,5.32707,-86.18414,-119.32620,-0.09270,0.03615,0.00383,-0.20884,0.89396,0.01145,0.92982,0.85660,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
183,34.74778771400452,582000,606.06740,696.37859,2179.04652,3.22724,12.32057,19.19982,4183.50000,0.26914,0.36568,2.30100,-0.02310,27.66516,90.01610,639.84735,4.14727,27.92698,94.99759,630.86365,3.51023,-104.12248,4.97177,-88.59273,-117.27937,-0.05329,0.04417,0.08634,-0.16988,0.89465,0.01056,0.92101,0.85816,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
184,32.925389528274536,585000,429.36138,-27.95806,2179.04652,3.08995,11.46403,18.37122,4618.00000,0.25048,0.33347,4.02917,0.00748,26.06388,77.97688,702.00342,5.17249,26.24242,87.52061,1073.35730,3.94235,-104.21642,5.32640,-91.83831,-120.01248,-0.06343,0.04216,0.04357,-0.17685,0.89471,0.01079,0.92040,0.85019,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
185,33.416423320770264,588000,390.93240,-99.58027,2179.04652,3.01442,12.53344,17.86835,4560.00000,0.24144,0.28375,2.26104,-0.00058,28.09039,66.40636,587.56183,5.76233,26.92490,72.65107,595.45947,5.04945,-106.25175,5.06052,-90.48971,-123.75615,-0.08752,0.03451,0.00826,-0.19141,0.89134,0.01089,0.92405,0.85439,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
186,33.505117416381836,591000,316.58817,71.97304,2179.04652,2.93147,12.29595,18.27752,5000.00000,0.23809,0.28928,2.28681,-0.01360,38.07258,66.94330,616.81006,9.97812,35.56141,73.21365,597.07819,8.12925,-110.23714,5.51276,-96.84167,-128.42139,-0.10489,0.04531,0.01325,-0.25426,0.88920,0.01082,0.91836,0.85181,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
187,33.799824953079224,594000,212.59322,239.44255,2179.04652,2.99920,12.18741,18.61301,3896.50000,0.22808,0.25320,2.23836,-0.04593,44.96130,53.49857,605.45941,15.74584,40.89274,59.93474,600.62109,13.59343,-118.93543,6.28880,-102.77513,-136.47018,-0.14632,0.03554,-0.05488,-0.26102,0.87829,0.00930,0.90080,0.84047,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
188,34.037595987319946,597000,-58.69702,124.45400,2179.04652,3.18297,11.69977,19.15465,4558.25000,0.22542,0.25192,2.23024,-0.00354,49.50516,58.70329,625.56458,23.55752,44.90463,61.92078,630.15540,18.39283,-128.30911,6.68301,-107.77238,-145.28474,-0.14770,0.03556,-0.04603,-0.25113,0.87662,0.00935,0.90451,0.84263,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
189,33.947760343551636,600000,-121.13438,-45.08769,2179.04652,3.20127,12.28936,18.45698,5000.00000,0.22679,0.25781,2.24452,-0.01694,51.77861,60.93307,711.54272,24.21319,47.03370,60.65448,698.58246,19.51219,-137.74102,6.69835,-118.06590,-158.29918,-0.11972,0.03162,-0.03199,-0.21635,0.87838,0.00839,0.89941,0.85177,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
190,34.13013434410095,603000,-224.36932,55.43346,2179.04652,3.08310,12.03562,19.01120,5000.00000,0.23749,0.31661,4.18671,-0.00626,47.44765,56.45609,838.78503,20.47227,42.81606,57.49096,842.72913,17.69990,-146.87021,7.21282,-126.01952,-167.06172,-0.11764,0.02705,-0.04688,-0.18918,0.88202,0.00838,0.90209,0.85861,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
191,33.20834827423096,606000,-317.55306,131.79457,2179.04652,3.13116,11.79941,18.27763,3301.75000,0.22492,0.26469,2.26921,0.00746,41.34585,60.37941,675.40454,17.12730,37.82386,60.46109,682.17657,15.13775,-156.33511,7.76337,-132.44884,-188.56973,-0.12823,0.02214,-0.05921,-0.18081,0.89424,0.00780,0.91347,0.86948,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
192,32.707547426223755,609000,-358.14203,-24.05132,2179.04652,2.93316,11.32992,18.44433,5000.00000,0.23328,0.28251,2.29956,0.00470,36.66976,57.84286,721.08301,16.61435,34.11042,58.33301,708.46521,14.62258,-166.39043,7.46088,-141.25853,-188.27899,-0.14432,0.02258,-0.06583,-0.20072,0.90156,0.00626,0.91843,0.88727,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
193,31.70407724380493,612000,-404.97640,-166.04042,2179.04652,3.09071,10.66388,17.94931,5000.00000,0.22061,0.25604,2.25937,-0.01380,32.26834,48.69788,562.80554,14.36612,29.67171,48.32305,582.92273,11.37732,-174.20070,7.76009,-150.38998,-194.96222,-0.13120,0.03191,-0.03508,-0.21787,0.90417,0.00653,0.92235,0.88286,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
194,31.548873901367188,615000,-450.71620,-279.10075,2179.04652,2.90132,10.15577,18.49165,5000.00000,0.22002,0.24582,2.28540,0.01431,30.17882,58.32967,779.61206,11.82457,28.04462,58.04821,758.55023,10.64013,-180.59071,7.46716,-154.05704,-201.27728,-0.11427,0.03096,-0.02113,-0.19166,0.90790,0.00620,0.92509,0.88804,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
195,31.330710411071777,618000,-394.51243,-266.04861,2179.04652,3.04308,9.92899,18.35844,5000.00000,0.22455,0.26466,2.22370,-0.04199,27.86396,46.31765,579.54126,10.48268,25.93921,47.07577,566.13800,9.01447,-183.98734,7.36579,-161.71082,-202.12909,-0.07643,0.03001,0.00867,-0.17078,0.91239,0.00553,0.92635,0.89087,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
196,32.61512875556946,621000,-422.19977,-176.65406,2179.04652,2.92964,10.80682,18.87853,3769.00000,0.21867,0.25418,2.22194,-0.03198,26.82035,59.92448,876.62000,8.98599,24.72704,59.16495,863.35339,7.46096,-186.86246,6.79429,-168.94943,-204.56107,-0.07030,0.03415,0.02742,-0.17743,0.91616,0.00509,0.92935,0.89824,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
197,33.30109262466431,624000,-389.82878,-172.79948,2179.04652,3.07536,11.74771,18.47782,5000.00000,0.22941,0.29011,2.19326,0.01939,25.68406,52.35900,739.38934,9.44640,24.12991,53.51453,745.27441,8.92708,-187.65225,6.70183,-167.32918,-208.63034,-0.09653,0.03048,-0.00721,-0.17845,0.91576,0.00541,0.93385,0.89875,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
198,35.10634446144104,627000,-365.02499,127.20387,2179.04652,3.44518,12.42481,19.23612,5000.00000,0.23161,0.29081,2.26025,-0.03116,27.25325,61.09323,726.73785,9.18078,25.64366,61.45247,729.09155,6.93753,-188.42150,6.70800,-166.53537,-207.55730,-0.08233,0.03466,0.01396,-0.19420,0.91774,0.00580,0.93266,0.89780,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
199,32.841750621795654,630000,-366.14939,423.47594,2179.04652,3.12361,11.37013,18.34782,4432.75000,0.22160,0.27377,2.24151,0.00931,22.09666,46.03188,654.79681,6.97577,20.62949,47.01907,631.48889,5.51446,-187.51871,6.78647,-162.63168,-203.56125,-0.08060,0.03948,0.02578,-0.19173,0.92048,0.00589,0.93906,0.90188,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
200,33.50068020820618,633000,-415.31054,148.20863,2179.04652,3.10438,11.37551,19.02061,4380.00000,0.22428,0.28902,2.26870,-0.02907,22.69519,52.76107,824.71375,7.55482,21.02271,52.79670,820.52466,5.53236,-187.85513,6.38234,-166.39697,-206.53775,-0.08075,0.03273,0.02470,-0.15871,0.92423,0.00535,0.93850,0.90861,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
201,32.047609090805054,636000,-435.27893,689.54007,2179.04652,3.10739,10.00150,18.75259,2931.75000,0.21070,0.24500,4.06461,0.00345,17.87953,38.62593,664.69421,7.32075,16.47855,38.60546,643.70996,5.70916,-186.93607,6.82831,-163.25023,-205.44174,-0.06533,0.03198,0.01654,-0.17498,0.92746,0.00494,0.94033,0.91125,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
202,34.14885401725769,639000,-528.13494,427.59127,2179.04652,3.06624,12.39660,18.68582,3633.00000,0.23129,0.31189,4.09111,-0.04298,19.55116,46.20538,650.46661,6.53205,18.35017,47.06057,659.52673,5.67129,-185.66427,6.27411,-165.02518,-203.35889,-0.07186,0.03671,0.02549,-0.17121,0.93163,0.00502,0.94327,0.91543,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
203,34.38325619697571,642000,-602.48826,201.41683,2179.04652,3.16505,12.62140,18.59661,3232.50000,0.22120,0.29342,4.11149,-0.00490,19.66520,61.35346,1168.30969,6.44180,18.27443,60.96855,1160.60962,5.31207,-183.93498,6.73001,-162.36011,-201.96753,-0.05107,0.03334,0.03758,-0.14734,0.93604,0.00457,0.94860,0.91714,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
204,34.50672483444214,645000,-473.84696,978.24950,2179.04652,3.14947,12.64462,18.71245,4415.75000,0.22162,0.28143,2.23413,-0.02230,19.50358,52.41256,510.21298,5.52775,18.34477,52.27975,510.10767,5.42285,-182.08140,6.49361,-155.32364,-201.20288,-0.04965,0.03425,0.05877,-0.14304,0.93850,0.00428,0.95137,0.92015,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
205,34.728097677230835,648000,-574.04592,967.31773,2179.04652,2.98638,12.59028,19.15130,4276.00000,0.23968,0.32790,2.26244,-0.01664,21.26054,60.91192,888.00793,4.88729,20.51697,62.45960,888.28607,5.45335,-181.30239,6.29244,-155.76828,-199.93002,-0.04149,0.03669,0.06231,-0.14376,0.94183,0.00371,0.95228,0.93016,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
206,34.6754686832428,651000,-613.42348,493.60721,2179.04652,3.07976,12.44162,19.15392,3942.25000,0.21263,0.22387,2.32294,0.01004,16.68162,44.19183,478.38110,5.30374,15.62353,44.02058,470.38174,4.75247,-179.89696,6.13132,-160.26505,-195.87021,-0.03101,0.02775,0.04901,-0.11811,0.94422,0.00369,0.95406,0.93378,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
207,35.753175020217896,654000,-480.90807,816.98253,2179.04652,3.15881,12.80791,19.78630,3253.25000,0.22303,0.26547,2.22993,-0.00742,16.13824,42.72373,424.23709,5.30960,15.59108,43.83585,400.73105,4.64787,-177.61083,6.04382,-151.47734,-195.13969,-0.04424,0.02677,0.02455,-0.11565,0.94823,0.00328,0.95603,0.93630,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
208,36.38947129249573,657000,-640.18098,1949.64918,2179.04652,3.18324,12.02712,21.17890,2607.50000,0.23116,0.29411,2.24321,-0.01857,19.80239,62.10359,1049.63159,4.92281,19.14421,61.89485,1044.19165,4.67666,-176.01298,5.74292,-158.73248,-193.32635,-0.07199,0.03779,0.04062,-0.16747,0.94808,0.00394,0.95796,0.93427,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
209,34.12391805648804,660000,-608.23068,2016.90632,2179.04652,3.14223,11.58546,19.39603,5000.00000,0.22197,0.25196,2.22905,-0.00131,15.43522,48.49317,910.75104,5.06396,14.95958,49.93613,915.45428,3.90332,-174.91993,5.57107,-158.40572,-188.12769,-0.09578,0.04289,0.04512,-0.19471,0.94811,0.00509,0.95914,0.92748,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
210,34.03065037727356,663000,-430.19452,1274.40375,2179.04652,3.21932,12.30538,18.50573,4044.00000,0.22331,0.24669,2.22852,-0.00589,17.06683,59.27220,895.48486,4.07022,16.29443,59.62291,906.08936,3.93232,-173.08323,5.80665,-157.40689,-194.05057,-0.08983,0.03256,0.00389,-0.19040,0.95115,0.00376,0.96160,0.93387,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
211,34.470959424972534,666000,-388.79876,1170.15648,2179.04652,3.14328,12.34088,18.98659,4409.00000,0.23892,0.30372,2.24205,0.01481,18.28788,59.69469,950.73279,4.56128,17.67200,60.38738,953.10767,3.67194,-171.53983,5.37182,-155.62924,-184.50092,-0.11600,0.03559,0.01251,-0.22998,0.94973,0.00527,0.96259,0.92914,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
212,33.54137563705444,669000,-359.15166,1472.91029,2179.04652,3.09935,11.57885,18.86302,4299.50000,0.23931,0.30357,2.26435,-0.01938,18.18072,55.21934,495.11700,3.74875,17.93194,56.68296,487.51459,3.83796,-169.41133,5.22940,-154.08612,-182.91077,-0.09228,0.03926,0.00823,-0.20569,0.95364,0.00502,0.96325,0.93610,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
213,33.727471351623535,672000,-254.78243,1305.01219,2179.04652,3.02318,11.98691,18.71718,4698.00000,0.23096,0.27047,2.24877,0.00787,15.34304,48.10119,547.86053,3.21431,15.06836,50.26279,561.98712,3.60463,-167.60958,5.65571,-149.48174,-182.91602,-0.09892,0.03622,0.00752,-0.19124,0.95387,0.00449,0.96503,0.94067,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
214,34.0940363407135,675000,-155.75099,2120.42650,2179.04652,3.03325,12.11134,18.94929,3345.25000,0.22922,0.26052,2.30734,0.01370,14.25233,50.20592,872.69989,3.34993,14.03088,51.96323,886.60168,3.10580,-166.23169,5.26388,-147.99008,-179.79242,-0.08745,0.03637,-0.00950,-0.23109,0.95670,0.00447,0.96543,0.93337,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
215,34.2727108001709,678000,-109.12914,3351.59972,3092.45995,3.00338,12.20127,19.06787,4491.75000,0.24363,0.29286,2.25267,0.00961,17.82589,63.00952,852.52765,3.39889,18.24844,65.97204,852.16400,3.18040,-164.37724,5.26580,-144.69624,-177.50623,-0.08803,0.03494,0.00848,-0.18911,0.95716,0.00392,0.96521,0.94090,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
216,34.085697174072266,681000,19.49732,2847.33338,3362.77274,3.05752,12.10149,18.92654,4900.75000,0.24014,0.28659,4.09218,0.02784,16.03928,59.57436,799.22815,3.06864,15.55264,60.17494,807.61530,3.02331,-162.74295,5.07146,-148.66144,-178.26099,-0.07346,0.02994,0.00912,-0.14876,0.95893,0.00344,0.96721,0.94823,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
217,35.075955629348755,684000,189.56006,2355.22475,3362.77274,3.13236,12.86628,19.07717,4603.00000,0.23907,0.25573,2.22367,0.02161,13.28455,46.05743,448.41122,3.42952,13.71969,50.97437,506.79630,2.75593,-161.04050,5.15672,-144.73230,-177.75264,-0.06028,0.02888,0.03517,-0.14408,0.95980,0.00318,0.97155,0.94758,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
218,34.99111461639404,687000,367.47758,3682.38471,3598.77867,3.00670,12.56776,19.41648,4139.50000,0.24580,0.27989,2.30388,0.02606,16.16471,59.86309,807.91193,3.13448,15.82332,60.59783,816.67474,2.69820,-159.53380,4.81766,-144.75507,-173.67654,-0.07659,0.03358,0.02945,-0.18025,0.95866,0.00345,0.96736,0.94767,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
219,37.45153570175171,690000,353.16623,3031.92371,3648.61043,3.02090,13.15578,21.27469,4272.25000,0.25506,0.32021,4.15441,0.00688,18.16883,67.87727,722.82703,2.97503,17.87716,68.74129,722.73907,2.56634,-158.12765,5.00465,-137.64468,-173.14804,-0.07828,0.03314,0.00926,-0.16991,0.95892,0.00347,0.96730,0.94454,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
220,34.969136238098145,693000,365.61369,2529.70014,3662.12132,3.19688,12.39562,19.37645,3845.75000,0.24738,0.28032,2.30287,0.03165,13.76017,51.12982,423.81277,2.97717,13.33264,52.05805,416.05191,2.48024,-156.88728,4.57900,-142.58942,-169.31120,-0.08590,0.03384,0.01333,-0.18610,0.95799,0.00358,0.96767,0.94616,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
221,36.415425539016724,696000,302.72991,2085.84861,3662.12132,3.20670,12.47066,20.73791,5000.00000,0.24490,0.24972,2.25590,-0.00195,13.17040,51.37244,488.15704,2.83827,12.68494,51.56090,492.17499,2.55338,-155.43179,4.58220,-141.05290,-167.89363,-0.09551,0.03717,0.01208,-0.20239,0.95718,0.00417,0.96843,0.94022,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
222,34.83189845085144,699000,43.03132,3091.67170,3688.87896,3.27157,12.23810,19.32204,4387.50000,0.25006,0.26761,2.28788,-0.00872,12.79458,48.79181,440.21237,2.90468,12.56249,49.99866,436.74396,2.53022,-153.63934,4.76776,-136.71227,-167.60846,-0.09079,0.03826,-0.00138,-0.18355,0.95674,0.00481,0.96626,0.93898,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
223,34.11378717422485,702000,74.32111,2346.15363,3625.43945,3.16473,11.56732,19.38158,4499.75000,0.27023,0.33523,4.14133,0.00736,16.38696,64.21278,612.13263,2.72440,16.25572,65.91877,634.60303,2.39285,-152.19546,4.62631,-131.81265,-164.71880,-0.08504,0.03484,-0.00051,-0.16935,0.95828,0.00380,0.96688,0.94750,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
224,35.430880546569824,705000,-831.26939,1885.02721,3625.43945,3.05002,11.97550,20.40518,5000.00000,0.27723,0.34059,4.19792,0.02321,18.46009,71.63987,801.48206,2.34317,18.08071,71.80134,813.95874,2.10150,-151.17262,4.67309,-133.22807,-164.61807,-0.07059,0.04424,0.03698,-0.19814,0.95807,0.00451,0.96542,0.94056,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
225,34.90707445144653,708000,-1124.04467,2447.82484,3629.88739,3.17214,11.88486,19.84992,5000.00000,0.25437,0.25894,2.26501,0.00413,12.21245,49.92700,459.63058,2.45646,12.25620,52.12866,462.85910,2.25954,-149.67444,4.50296,-135.48357,-161.72464,-0.04991,0.03780,0.04484,-0.16527,0.95909,0.00351,0.96754,0.94751,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
226,34.77189779281616,711000,-1111.69487,2748.76228,3619.72953,3.14713,12.26338,19.36120,3535.00000,0.29249,0.35731,2.30262,0.05580,19.99407,73.05110,557.47101,2.64755,19.59120,73.04525,558.06812,2.14178,-148.42382,4.43331,-129.74371,-160.25174,-0.06715,0.04859,0.05844,-0.19219,0.95813,0.00456,0.96940,0.94296,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
227,35.003225803375244,714000,-1188.99594,2695.32944,3696.67030,3.23559,12.66765,19.09983,4243.00000,0.27741,0.32384,2.32986,0.02440,17.23326,67.59431,686.84485,2.55734,16.76260,67.56375,680.54370,2.23866,-146.94236,4.34239,-134.43066,-157.65652,-0.07977,0.04251,0.05407,-0.18462,0.95691,0.00352,0.96778,0.94374,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
228,28.67551565170288,717000,-1374.04823,2107.68101,3696.67030,3.05617,12.78040,12.83881,1897.25000,0.27972,0.32435,2.27560,0.02842,18.53625,71.87637,625.12531,2.52135,18.27199,71.91568,626.85712,2.21876,-145.91305,4.11752,-133.60196,-157.43942,-0.04428,0.04233,0.04360,-0.18069,0.95822,0.00305,0.96488,0.94349,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
229,28.557313919067383,720000,-1255.10420,1978.13731,3696.67030,3.19232,12.90698,12.45782,2638.00000,0.28622,0.33798,2.28326,-0.00370,16.80550,65.13394,460.13632,2.66553,17.34447,69.04194,459.50052,2.27831,-144.87245,4.33813,-133.59921,-156.33801,-0.03165,0.03445,0.05188,-0.14866,0.95899,0.00273,0.96518,0.94941,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
230,35.229955434799194,723000,-1125.24662,2734.71409,3696.67030,3.12287,12.22309,19.88385,3576.25000,0.27402,0.29947,4.11036,0.05218,14.64618,63.41563,843.71826,2.28968,14.45263,63.95022,843.86890,2.09219,-143.69677,4.22124,-129.95291,-157.02077,-0.02769,0.04338,0.06562,-0.14886,0.95828,0.00311,0.96588,0.94297,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
231,35.469441413879395,726000,-1183.53311,2628.16711,3772.09383,3.14825,12.67009,19.65092,4038.50000,0.27967,0.29254,2.27425,-0.02430,13.77820,58.80630,444.28860,2.50527,13.72469,60.95805,442.65302,1.98357,-142.02096,4.19498,-127.62497,-153.13385,-0.03989,0.04454,0.04961,-0.19851,0.95632,0.00391,0.96384,0.93653,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
232,35.07217502593994,729000,-128.37902,2290.64222,3772.09383,3.20493,12.53149,19.33561,4484.00000,0.28219,0.29795,2.33974,0.07079,16.69008,69.12583,653.00726,2.12639,16.12630,68.91060,648.72015,1.79908,-141.01927,4.07343,-125.15596,-152.03891,-0.02758,0.04320,0.11375,-0.17152,0.95654,0.00295,0.96428,0.94236,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
233,34.72717022895813,732000,-934.89828,2345.39677,3847.53471,3.19355,12.57946,18.95401,3539.50000,0.27262,0.25256,2.31114,0.05726,12.38975,55.73160,583.84100,2.41513,11.94602,55.66008,581.53833,2.13129,-139.60864,3.91944,-127.80901,-150.76569,-0.02446,0.03477,0.08132,-0.17165,0.95640,0.00265,0.96236,0.94621,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
234,36.13181519508362,735000,-1205.40991,2255.18666,3847.53471,2.99594,12.92275,20.21294,3586.50000,0.27476,0.26740,2.32558,0.05861,12.94311,57.57156,484.07083,2.28899,12.83321,58.58642,480.97452,1.79726,-138.35590,4.08653,-127.17079,-149.78149,-0.03834,0.04649,0.06928,-0.17255,0.95583,0.00371,0.96414,0.94137,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
